seed,pass,cell_growth_exponent,latent_growth_exponent,final_cells,final_true_factors,final_K_over_N,late_spawn_rate,late_reuse_rate,last_spawn_step,transaction_to_cell_compression
90411,True,0.663122681588631,0.663122681588631,30,30,0.00732421875,0.00439453125,0.99072265625,3969,136.53333333333333
90412,True,0.663122681588631,0.663122681588631,30,30,0.00732421875,0.00439453125,0.9912109375,3969,136.53333333333333
90413,True,0.663122681588631,0.663122681588631,30,30,0.00732421875,0.00439453125,0.99072265625,3969,136.53333333333333
