replicate,arm,tokens,phase,ppl,nll,fixed4_ppl,clm01_start_ppl,textnca_frozen_ppl,ppl_vs_fixed4,ppl_vs_clm01,ppl_vs_textnca,health
1,random_growth,100000,pre_birth_1,17.257596811580672,2.84825244140625,,15.599153887514007,16.238355017830777,,1.1063162102268975,1.062767552047649,RED
1,random_growth,200000,pre_birth_1,17.23432887024947,2.846903259277344,,15.599153887514007,16.238355017830777,,1.1048245946239625,1.0613346518982403,RED
1,random_growth,300000,pre_birth_1,16.79708335020634,2.8212052612304688,,15.599153887514007,16.238355017830777,,1.0767945153519634,1.0344079392131802,YELLOW
1,random_growth,400000,pre_birth_1,16.892505400670807,2.8268700561523437,,15.599153887514007,16.238355017830777,,1.0829116452394276,1.0402842764628393,YELLOW
1,random_growth,500000,post_birth_1,16.398979646387694,2.7972191162109374,,15.599153887514007,16.238355017830777,,1.051273662958982,1.0098916810465433,YELLOW
1,random_growth,600000,post_birth_1,16.314977600884678,2.7920835571289064,,15.599153887514007,16.238355017830777,,1.0458886243787644,1.00471861730882,YELLOW
1,random_growth,700000,post_birth_1,16.127752808884228,2.780541564941406,,15.599153887514007,16.238355017830777,,1.0338863841707033,0.9931888292363912,YELLOW
1,random_growth,800000,post_birth_1,16.034261606181765,2.774727783203125,,15.599153887514007,16.238355017830777,,1.0278930332891985,0.9874313985976471,GREEN
1,random_growth,900000,post_birth_1,15.73365426560752,2.755802001953125,,15.599153887514007,16.238355017830777,,1.0086222867639745,0.9689192192393218,GREEN
1,random_growth,1000000,post_birth_2,15.396468787196788,2.73413818359375,,15.599153887514007,16.238355017830777,,0.9870066606318018,0.9481544633240533,GREEN
1,random_growth,1100000,post_birth_2,15.24569239224873,2.7242969970703124,,15.599153887514007,16.238355017830777,,0.977340982862654,0.9388692620347295,GREEN
1,random_growth,1200000,post_birth_2,15.19978913678059,2.721281555175781,,15.599153887514007,16.238355017830777,,0.9743983068816906,0.9360424205586234,GREEN
1,random_growth,1300000,post_birth_2,15.144727715658798,2.7176524658203123,,15.599153887514007,16.238355017830777,,0.9708685371570733,0.9326515954989835,GREEN
1,random_growth,1400000,post_birth_2,15.183926887549436,2.7202374267578127,,15.599153887514007,16.238355017830777,,0.973381440880782,0.9350655821280228,GREEN
1,random_growth,1500000,complete,14.74753646927933,2.6910760498046873,,15.599153887514007,16.238355017830777,,0.9454061787981761,0.9081915288270006,GREEN
