step,story_train_nll
1,7.618242740631103
50,6.584053993225098
100,5.8692626953125
200,5.482672691345215
300,5.614538192749023
1,7.657399177551269
50,6.504007816314697
100,5.876894474029541
200,5.521768569946289
300,5.673882484436035
1,7.671488285064697
50,6.536762237548828
100,5.887953758239746
200,5.593969821929932
300,5.414361000061035
