step,story_train_nll
1,7.624314308166504
50,6.5550079345703125
100,5.879314422607422
200,5.433625221252441
300,5.555083274841309
1,7.629947662353516
50,6.601771354675293
100,5.9659528732299805
200,5.51400089263916
300,5.5040435791015625
1,7.616508483886719
50,6.464664936065674
100,5.8791046142578125
200,5.683787345886231
300,5.689714431762695
