model,step,consumed_tokens,train_loss,lm_loss,state_stability_loss,logit_consistency_loss,learning_rate,grad_norm,training_elapsed_seconds,training_tokens_per_second,seconds_per_million_tokens,avg_main_recurrent_iterations,avg_total_rule_applications_including_probes,validation_nll,validation_ppl,validation_tokens,stage1_last_relative_residual,stage2_last_relative_residual,stage3_last_relative_residual,mean_last_relative_residual,parameters,peak_vram_bytes
minicells-2d-k4-settling,250,250000,5.2818498611450195,5.272488117218018,0.09308495372533798,0.0010696303797885776,0.0002954100398908995,2.001988410949707,11.95803830800071,20906.439129964456,47.83215323200284,8.932,11.932,5.1687710384527845,175.6987777049867,49152,0.12034991352508466,0.08192184769238035,0.07227360069130857,0.09151512063625786,1173632,635811328
minicells-2d-k4-settling,500,500000,4.34658670425415,4.336954593658447,0.0954684242606163,0.0017052871407940984,0.00026837107640945905,2.389758825302124,22.39018829000031,22331.210149907725,44.78037658000062,8.914,11.914,4.444106062253316,85.12374848303237,49152,0.1012417955013613,0.0820642365142703,0.07255752167354028,0.08528785122972396,1173632,635811328
minicells-2d-k4-settling,1000,1000000,3.953563690185547,3.944678783416748,0.08778264373540878,0.002129313535988331,0.00016238690182084986,1.7580382823944092,43.334091861000275,23076.519134348768,43.334091861000275,8.921,11.921,4.025432725747426,56.00453814455932,49152,0.09333877606938283,0.07794006013621886,0.0706354755287369,0.0806381039114462,1173632,635811328
minicells-2d-k4-settling,2000,2000000,4.09460973739624,4.086226940155029,0.08306142687797546,0.0015386295272037387,0.0,2.1388731002807617,84.85398209600146,23569.901501349166,42.42699104800073,8.952,11.952,3.8515085130929947,47.06400637862388,49152,0.08365234965458512,0.07276014052331448,0.06320569136490424,0.07320606051426795,1173632,635811328
