seed,classification,per_write_rank16_eval_action_residual,pca32_eval_action_residual,best_factorized_atom_rank,best_factorized_eval_action_residual,core008_adaptive_oracle_action_residual,core008_adaptive_deploy_action_residual
80821,PER_WRITE_LOW_RANK_BUT_NOT_SHARED,0.0008679816494043327,0.6656859387721419,1,0.7814827053468572,0.8574221597463992,1.029479161398588
