seed,parent_id,child_id,root_id,transition,candidate,family,rank,offline_oracle_auc,current_cosine_auc,auc,normalized_oracle_excess_recovery,old_fpr,current_tpr,historical_address_state_bytes
73613,2,10,2,A->B,rank-0,low_rank_gaussian,0,0.8812709779907248,0.4972610110430705,0.5515552537856465,0.13521945482800607,0.36451610922813416,0.4376489520072937,3080
73613,2,10,2,A->B,rank-8,low_rank_gaussian,8,0.8812709779907248,0.4972610110430705,0.8145116451869123,0.8249031878701332,0.23225806653499603,0.7196187376976013,15400
73613,2,10,2,A->B,rank-16,low_rank_gaussian,16,0.8812709779907248,0.4972610110430705,0.8221444310640805,0.8449225082951825,0.21451613306999207,0.7243844270706177,27720
73613,2,10,2,A->B,rank-32,low_rank_gaussian,32,0.8812709779907248,0.4972610110430705,0.8398159061210895,0.8912713679700954,0.19032257795333862,0.713264524936676,52360
73613,2,10,2,A->B,rank-64,low_rank_gaussian,64,0.8812709779907248,0.4972610110430705,0.8595614799251838,0.9430601873241211,0.12177418917417526,0.6711676120758057,101640
73613,2,10,2,A->B,rank-128,low_rank_gaussian,128,0.8812709779907248,0.4972610110430705,0.8619488072971381,0.9493216850770718,0.07096774131059647,0.5790309906005859,200200
73613,2,10,2,A->B,full-covariance,full_covariance_gaussian,,0.8812709779907248,0.4972610110430705,0.8691966230239053,0.9683313032886725,0.12177418917417526,0.6942017674446106,591368
73613,6,11,6,A->B,rank-0,low_rank_gaussian,0,0.8992761095528791,0.516401996370236,0.5965180388274762,0.24173256680836708,0.37240830063819885,0.5068965554237366,3080
73613,6,11,6,A->B,rank-8,low_rank_gaussian,8,0.8992761095528791,0.516401996370236,0.8516650167739097,0.8807564699218152,0.19537480175495148,0.7344827651977539,15400
73613,6,11,6,A->B,rank-16,low_rank_gaussian,16,0.8992761095528791,0.516401996370236,0.8548444976076555,0.8887195830600048,0.17065390944480896,0.7301723957061768,27720
73613,6,11,6,A->B,rank-32,low_rank_gaussian,32,0.8992761095528791,0.516401996370236,0.8670317054391464,0.9192428413765079,0.15948963165283203,0.7431034445762634,52360
73613,6,11,6,A->B,rank-64,low_rank_gaussian,64,0.8992761095528791,0.516401996370236,0.8852547709398889,0.9648831014991314,0.09649122506380081,0.7008620500564575,101640
