seed,parent_id,child_id,root_id,transition,candidate,family,rank,offline_oracle_auc,current_cosine_auc,auc,normalized_oracle_excess_recovery,old_fpr,current_tpr,historical_address_state_bytes
73613,1,14,1,A+B->C,rank-0,low_rank_gaussian,0,0.929802013262726,0.6081198416106102,0.6465159105004532,0.3408916337739258,0.341849148273468,0.5756862759590149,3080
73613,1,14,1,A+B->C,rank-8,low_rank_gaussian,8,0.929802013262726,0.6081198416106102,0.9222327179046801,0.9823888787756351,0.20397403836250305,0.8847058415412903,15400
73613,1,14,1,A+B->C,rank-16,low_rank_gaussian,16,0.929802013262726,0.6081198416106102,0.9219173703544679,0.9816551745572245,0.17072181403636932,0.8784313797950745,27720
73613,1,14,1,A+B->C,rank-32,low_rank_gaussian,32,0.929802013262726,0.6081198416106102,0.9343851279360081,1.01066331597307,0.12408758699893951,0.8643137216567993,52360
73613,1,14,1,A+B->C,rank-64,low_rank_gaussian,64,0.929802013262726,0.6081198416106102,0.9396113416980743,1.0228229001555469,0.09610705077648163,0.8509804010391235,101640
73613,1,14,1,A+B->C,rank-128,low_rank_gaussian,128,0.929802013262726,0.6081198416106102,0.9418847701286516,1.0281123784744575,0.06204379349946976,0.8258823156356812,200200
73613,1,14,1,A+B->C,full-covariance,full_covariance_gaussian,,0.929802013262726,0.6081198416106102,0.9451600591574829,1.0357328384252331,0.08434712141752243,0.8572548627853394,591368
73613,3,15,3,A+B->C,rank-0,low_rank_gaussian,0,0.9618034813304484,0.5226369203291878,0.6241174113309027,0.2687667294610306,0.5985634326934814,0.7349192500114441,3080
73613,3,15,3,A+B->C,rank-8,low_rank_gaussian,8,0.9618034813304484,0.5226369203291878,0.9497555908300961,0.9739112176771763,0.2170790135860443,0.9260832071304321,15400
73613,3,15,3,A+B->C,rank-16,low_rank_gaussian,16,0.9618034813304484,0.5226369203291878,0.9442134120252431,0.9619100547823318,0.2186751812696457,0.9337297677993774,27720
73613,3,15,3,A+B->C,rank-32,low_rank_gaussian,32,0.9618034813304484,0.5226369203291878,0.9585662210185784,0.9929899612221555,0.12729449570178986,0.9141885638237,52360
73613,3,15,3,A+B->C,rank-64,low_rank_gaussian,64,0.9618034813304484,0.5226369203291878,0.9657518641750877,1.0085499200509795,0.07581803947687149,0.8887000679969788,101640
73613,3,15,3,A+B->C,rank-128,low_rank_gaussian,128,0.9618034813304484,0.5226369203291878,0.9669967947783433,1.011245721736296,0.0634477287530899,0.8844519853591919,200200
73613,3,15,3,A+B->C,full-covariance,full_covariance_gaussian,,0.9618034813304484,0.5226369203291878,0.9691381296612853,1.0158826180991662,0.0786113366484642,0.9090908765792847,591368
