run,task,receiver,source,mean_weight
r0-E,ROTATE_INC,7,5,0.000909857742954
r0-E,ROTATE_INC,7,6,0.0
r0-E,ROTATE_INC,7,7,0.0
r0-E,ROTATE_SWAP,0,0,0.0
r0-E,ROTATE_SWAP,0,1,0.0
r0-E,ROTATE_SWAP,0,2,0.0005705497460439
r0-E,ROTATE_SWAP,0,3,0.0026624361053109
r0-E,ROTATE_SWAP,0,4,0.0010318581480532
r0-E,ROTATE_SWAP,0,5,0.0005838391371071
r0-E,ROTATE_SWAP,0,6,0.0005469922325573
r0-E,ROTATE_SWAP,0,7,0.001142318942584
r0-E,ROTATE_SWAP,1,0,0.0
r0-E,ROTATE_SWAP,1,1,0.0
r0-E,ROTATE_SWAP,1,2,0.0
r0-E,ROTATE_SWAP,1,3,0.0004976656055077
r0-E,ROTATE_SWAP,1,4,0.0002262729540234
r0-E,ROTATE_SWAP,1,5,0.0002395376068307
r0-E,ROTATE_SWAP,1,6,0.0001711804943624
r0-E,ROTATE_SWAP,1,7,0.0001637144014239
r0-E,ROTATE_SWAP,2,0,0.0012654503807425
r0-E,ROTATE_SWAP,2,1,0.0
r0-E,ROTATE_SWAP,2,2,0.0
r0-E,ROTATE_SWAP,2,3,0.0
r0-E,ROTATE_SWAP,2,4,0.0005765382084064
r0-E,ROTATE_SWAP,2,5,0.0004404197679832
r0-E,ROTATE_SWAP,2,6,0.0005802491214126
r0-E,ROTATE_SWAP,2,7,0.0003599427291192
r0-E,ROTATE_SWAP,3,0,0.0063421600498259
r0-E,ROTATE_SWAP,3,1,0.0013399284798651
r0-E,ROTATE_SWAP,3,2,0.0
r0-E,ROTATE_SWAP,3,3,0.0
r0-E,ROTATE_SWAP,3,4,0.0
r0-E,ROTATE_SWAP,3,5,0.0009297493379563
r0-E,ROTATE_SWAP,3,6,0.0009057348943315
r0-E,ROTATE_SWAP,3,7,0.0008147381013259
r0-E,ROTATE_SWAP,4,0,0.0030489980708807
r0-E,ROTATE_SWAP,4,1,0.0009500115993432
r0-E,ROTATE_SWAP,4,2,0.0010801964672282
r0-E,ROTATE_SWAP,4,3,0.0
r0-E,ROTATE_SWAP,4,4,0.0
r0-E,ROTATE_SWAP,4,5,0.0
r0-E,ROTATE_SWAP,4,6,0.0010186985600739
r0-E,ROTATE_SWAP,4,7,0.000653063354548
r0-E,ROTATE_SWAP,5,0,0.0006407194305211
r0-E,ROTATE_SWAP,5,1,0.000370851426851
r0-E,ROTATE_SWAP,5,2,0.0003236047632526
r0-E,ROTATE_SWAP,5,3,0.0003736355865839
r0-E,ROTATE_SWAP,5,4,0.0
r0-E,ROTATE_SWAP,5,5,0.0
r0-E,ROTATE_SWAP,5,6,0.0
r0-E,ROTATE_SWAP,5,7,0.0002382552047492
r0-E,ROTATE_SWAP,6,0,0.0008271288243122
r0-E,ROTATE_SWAP,6,1,0.0003313964989501
r0-E,ROTATE_SWAP,6,2,0.0004498566268011
r0-E,ROTATE_SWAP,6,3,0.0003168646653648
r0-E,ROTATE_SWAP,6,4,0.0004225812444929
r0-E,ROTATE_SWAP,6,5,0.0
r0-E,ROTATE_SWAP,6,6,0.0
r0-E,ROTATE_SWAP,6,7,0.0
r0-E,ROTATE_SWAP,7,0,0.0039694984443485
r0-E,ROTATE_SWAP,7,1,0.0009805684676393
r0-E,ROTATE_SWAP,7,2,0.0009044833714142
r0-E,ROTATE_SWAP,7,3,0.0009949780069291
r0-E,ROTATE_SWAP,7,4,0.0008822862873785
r0-E,ROTATE_SWAP,7,5,0.0008292481070384
r0-E,ROTATE_SWAP,7,6,0.0
