run,row,task,baseline_nll,ablated_nll,delta_nll
r1-E,4,SWAP,0.7086138960293361,0.7385686550821576,0.0299547590528215
r1-E,4,REVERSE_ROTATE,0.9316229254858834,0.9575991555622646,0.0259762300763811
r1-E,4,REVERSE_INC,0.8725099972316197,0.9018941599982124,0.0293841627665928
r1-E,4,REVERSE_SWAP,0.7567580699920654,0.7665405069078718,0.0097824369158063
r1-E,4,ROTATE_INC,0.817854848248618,0.8267094356673105,0.0088545874186924
r1-E,4,ROTATE_SWAP,0.8776079712595258,0.9002615741321018,0.022653602872576
r1-E,4,INC_SWAP,0.7164950047220503,0.7290903292383466,0.0125953245162963
r1-E,5,REVERSE,0.8513736987113952,0.8874852636882237,0.0361115649768284
r1-E,5,ROTATE,0.6586214876174927,0.6636698865890502,0.0050483989715575
r1-E,5,INC,1.15232777765819,1.1786552020481655,0.0263274243899755
r1-E,5,SWAP,0.7086138960293361,0.7354757840292795,0.0268618879999433
r1-E,5,REVERSE_ROTATE,0.9316229254858834,0.9458642394202096,0.0142413139343261
r1-E,5,REVERSE_INC,0.8725099972316197,0.878413473878588,0.0059034766469683
r1-E,5,REVERSE_SWAP,0.7567580699920654,0.7642783655439105,0.007520295551845
r1-E,5,ROTATE_INC,0.817854848248618,0.8345302258219037,0.0166753775732857
r1-E,5,ROTATE_SWAP,0.8776079712595258,0.8944881170136588,0.0168801457541329
r1-E,5,INC_SWAP,0.7164950047220503,0.7337783915655953,0.017283386843545
r1-E,6,REVERSE,0.8513736987113952,0.8947303336007254,0.0433566348893301
r1-E,6,ROTATE,0.6586214876174927,0.7014996927125113,0.0428782050950186
r1-E,6,INC,1.15232777765819,1.207368950162615,0.055041172504425
r1-E,6,SWAP,0.7086138960293361,0.7916868581090655,0.0830729620797293
r1-E,6,REVERSE_ROTATE,0.9316229254858834,0.9939343912260872,0.0623114657402038
r1-E,6,REVERSE_INC,0.8725099972316197,0.889859790802002,0.0173497935703822
r1-E,6,REVERSE_SWAP,0.7567580699920654,0.7906515506335667,0.0338934806415013
r1-E,6,ROTATE_INC,0.817854848248618,0.8529624816349575,0.0351076333863394
r1-E,6,ROTATE_SWAP,0.8776079712595258,0.924085054397583,0.0464770831380572
r1-E,6,INC_SWAP,0.7164950047220503,0.7611596621785846,0.0446646574565342
r1-E,7,REVERSE,0.8513736987113952,0.8607285867418561,0.0093548880304609
r1-E,7,ROTATE,0.6586214876174927,0.6712316509655544,0.0126101633480616
r1-E,7,INC,1.15232777765819,1.1670684940474374,0.0147407163892474
r1-E,7,SWAP,0.7086138960293361,0.7274670532771519,0.0188531572478157
r1-E,7,REVERSE_ROTATE,0.9316229254858834,0.9406272394316536,0.0090043139457702
r1-E,7,REVERSE_INC,0.8725099972316197,0.8894932505062648,0.0169832532746451
r1-E,7,REVERSE_SWAP,0.7567580699920654,0.7686699918338231,0.0119119218417577
r1-E,7,ROTATE_INC,0.817854848248618,0.8617025198255266,0.0438476715769086
r1-E,7,ROTATE_SWAP,0.8776079712595258,0.8894876858166286,0.0118797145571027
r1-E,7,INC_SWAP,0.7164950047220503,0.7537200961794172,0.0372250914573668
r2-E,1,REVERSE,0.7730817474637712,1.5456623819896154,0.7725806345258441
r2-E,1,ROTATE,0.708354687009539,1.4740411118098669,0.7656864248003279
