run,evolution_step,reaction_rms,local_diffusion_rms,plastic_diffusion_rms,plastic_to_reaction,state_residual,activity_entropy,plastic_entropy,plastic_tv,mean_plastic_strength,activity_r0,plastic_strength_r0,activity_r1,plastic_strength_r1,activity_r2,plastic_strength_r2,activity_r3,plastic_strength_r3,activity_r4,plastic_strength_r4,activity_r5,plastic_strength_r5,activity_r6,plastic_strength_r6,activity_r7,plastic_strength_r7
r1-E,4,0.0166389718651771,0.0061648455448448,7.710720819886774e-05,0.0046341330744326,0.0823527574539184,0.8283999562263489,0.990870237350464,0.0607303529977798,0.0007197756785899,0.808650016784668,0.0010546231642365,0.1693889945745468,0.0002424756239634,0.5482454895973206,0.001221509068273,0.1300648152828216,0.0002714930160436,0.8690944910049438,0.0013155211927369,0.2109537273645401,0.0001055220345733,0.1811310797929763,0.0003951108956243,0.082471452653408,0.0011519506806507
r1-E,5,0.0185409020632505,0.0058975159190595,0.0001148129595094,0.0061924150213599,0.1037190034985542,0.7878137826919556,0.985584795475006,0.0759254470467567,0.0009932920802384,1.461031436920166,0.001623700838536,0.1083171889185905,0.0002466740552335,0.3010040521621704,0.0016897158930078,0.0987589359283447,0.0003166688547935,0.5753753185272217,0.0016672874335199,0.140659362077713,0.0001558134827064,0.1297509670257568,0.0004199305258225,0.185102954506874,0.0018265451071783
r1-E,6,0.0170225892215967,0.0055961450561881,0.0001640726113691,0.0096385227516293,0.096903346478939,0.6743728518486023,0.977620005607605,0.0945906713604927,0.0014267363585531,1.8096932172775269,0.0029173477087169,0.0517456345260143,0.000269357668003,0.1332315951585769,0.0020120213739573,0.0712349340319633,0.0003596477035898,0.358213722705841,0.0019352599047124,0.0897974148392677,0.0002158553252229,0.0881523117423057,0.0004803307238034,0.397931158542633,0.0032240701839327
r1-E,7,0.0151692349463701,0.0053833895362913,0.0002314241428393,0.0152561515569686,0.0786292552947998,0.6204892992973328,0.9670395255088806,0.1139619126915931,0.0019596484489738,1.3522582054138184,0.0045882272534072,0.0252543240785598,0.0003001748700626,0.0883750617504119,0.0022706545423716,0.0971579626202583,0.0004045423702336,0.3474462628364563,0.0023753477726131,0.0942426323890686,0.0003182446234859,0.094063401222229,0.0005553000373765,0.9012022614479064,0.0048646964132785
r1-E,8,0.0143311358988285,0.0052151996642351,0.0003188721311744,0.0222503039985895,0.0707305297255516,0.6131476759910583,0.9534837007522584,0.1356487423181533,0.0025675627402961,0.7101197838783264,0.0061233104206621,0.0153674241155385,0.0003232379094697,0.0588939078152179,0.0024234063457697,0.1752608120441436,0.0005000079399906,0.3635458946228027,0.0035136025398969,0.1223546341061592,0.0005947356112301,0.1253607720136642,0.0006576288142241,1.429097056388855,0.0064045707695186
r1-E,9,0.0167045947164297,0.0050693191587924,0.0003927865182049,0.0235136821866035,0.0936445221304893,0.5971807837486267,0.9422257542610168,0.1510028541088104,0.0032328076194971,1.5440856218338013,0.0079141752794384,0.0125705488026142,0.0003371170023456,0.04506466537714,0.00251474394463,0.1038557812571525,0.0006260295631363,0.2554730176925659,0.0045817722566425,0.0920180082321167,0.0008100027334876,0.075034499168396,0.0007233431679196,0.8718979358673096,0.0083552757278084
r1-E,10,0.016015226021409,0.0049447058700025,0.00047291937517,0.0295293591916561,0.0864508748054504,0.5039117932319641,0.92989981174469,0.1660605520009994,0.0038497096393257,2.2449381351470947,0.0096044866368174,0.0105886347591876,0.0003405403986107,0.0285802688449621,0.002547821495682,0.0431535467505455,0.0007250700728036,0.1478957682847976,0.0054372800514101,0.0575145743787288,0.0009940299205482,0.0358654260635376,0.0007967053679749,0.4314638376235962,0.0103517426177859
r1-E,11,0.014203350059688,0.0048891259357333,0.0005583641468547,0.0393121428787708,0.0637241452932357,0.5399174690246582,0.9168426394462584,0.1820724904537201,0.0046333214268088,1.70182204246521,0.0116018764674663,0.0174826011061668,0.0003398736298549,0.0688893646001815,0.0025722745340317,0.0752835646271705,0.0009494284749962,0.1415462642908096,0.0066157206892967,0.0874423757195472,0.0012365479487925,0.0444012731313705,0.0009152232087217,0.8631325364112854,0.0128356283530592
r1-E,12,0.0135861365124583,0.0048218639567494,0.0006256224005483,0.0460485890507698,0.0609431825578212,0.5368503332138062,0.906069040298462,0.1951195150613784,0.0052650524303317,0.9664292335510254,0.0127054778859019,0.0244948808103799,0.0003338815586175,0.1308731585741043,0.0025788731873035,0.1218827813863754,0.0013796535786241,0.1152577176690101,0.0080337934195995,0.1418386846780777,0.001585942460224,0.0722015649080276,0.001067137112841,1.4270223379135132,0.0144356563687324
r2-E,1,0.0252457689493894,0.0072682020254433,1.2571847037179396e-05,0.0004979783552698,0.1397002637386322,0.905251443386078,0.998688280582428,0.0223078802227973,6.425083847716451e-05,1.16222083568573,0.0001727731432765,0.2555173337459564,5.952044375590049e-06,0.252526193857193,2.295542435604148e-05,0.2674087584018707,6.713985931128263e-05,0.2595894038677215,2.787919220281765e-05,0.255696952342987,4.2790561565198e-05,0.2774238288402557,5.734414662583731e-05,0.2696168720722198,0.0001171723051811
r2-E,2,0.0212541613727808,0.0067743067629635,5.9134606999577954e-05,0.0027822603005915,0.1152973622083664,0.6223559379577637,0.9947469830513,0.0407318584620952,0.0002087855245918,2.1652300357818604,0.0006487278733402,0.1215047612786293,1.5226817595248576e-05,0.111558973789215,6.423489685403183e-05,0.1153007373213768,0.0001190230832435,0.1214867532253265,8.965746383182704e-05,0.1099629178643226,7.258919504238293e-05,0.1298161596059799,8.456773502985016e-05,0.1251397132873535,0.0005762570654042
r2-E,3,0.0187823437154293,0.0065102810040116,0.0001422319910489,0.0075726434588432,0.0797775909304618,0.7409721612930298,0.9877057671546936,0.0627108514308929,0.0004186349106021,1.7047169208526611,0.0009887404739856,0.1238568648695945,4.583070403896272e-05,0.1169159710407257,0.0001402436464559,0.3730850517749786,0.0002160401054425,0.2366690039634704,0.0002734796144068,0.1475205421447754,0.0001805400388548,0.1732297986745834,0.0001905646349769,0.1240058243274688,0.0013136401539668
r2-E,4,0.0175451952964067,0.0062370239757001,0.0002319999184692,0.0132229886949062,0.0786572992801666,0.7419760823249817,0.9770747423171996,0.0916623175144195,0.0008638808503746,1.0743001699447632,0.0015485591720789,0.1153658777475357,0.0001847249222919,0.1041441485285759,0.0002541850844863,0.968238651752472,0.0009668603888712,0.3409141004085541,0.0007044759113341,0.1527997702360153,0.0005797882913611,0.1289665848016739,0.0006585502414964,0.1152709573507309,0.0020139026455581
r2-E,5,0.016978295519948,0.0059989760629832,0.0003281019453424,0.0193247869610786,0.0948941484093666,0.687095046043396,0.9658448696136476,0.1126574724912643,0.0013840061146765,1.833512663841248,0.0026403460651636,0.0617522671818733,0.0002331690484425,0.062060173600912,0.000353116338374,0.459572821855545,0.0014642905443906,0.1871252357959747,0.0013967347331345,0.0884992405772209,0.0007912070141173,0.1863844394683838,0.0008223048062063,0.1210932210087776,0.0033708806149661
r2-E,6,0.0154159106314182,0.0057190782390534,0.0004298285930417,0.0278821401298046,0.0830727741122245,0.5645736455917358,0.9518182873725892,0.1341823935508728,0.0020249118097126,2.107056140899658,0.0040426957421004,0.0349814929068088,0.0002574610698502,0.0388670489192009,0.0004516881890594,0.1892628967761993,0.0021022262517362,0.1088968440890312,0.0020631400402635,0.0504478849470615,0.0009155424777418,0.3373536169528961,0.0010035390732809,0.133134439587593,0.0053630010224878
r2-E,7,0.0136749781668186,0.0055279075168073,0.0005028693121857,0.0367729514837265,0.0718492418527603,0.4406349062919616,0.9395120739936828,0.1515780836343765,0.0025488315150141,1.6384111642837524,0.0048041897825896,0.0294435154646635,0.0002732858993113,0.0350432619452476,0.0005585643812082,0.1101618036627769,0.0027184132486581,0.0973376333713531,0.0026594777591526,0.0440513677895069,0.0010411024559289,0.8978449106216431,0.0013361521996557,0.1477065235376358,0.0069994661025702
r2-E,8,0.0123592671006917,0.0053851110860705,0.0005529114860109,0.0447365902364254,0.0617131032049655,0.3386506140232086,0.9301279187202454,0.1650061905384063,0.0029300176538527,0.8801054358482361,0.0049461154267191,0.0226985793560743,0.0002841790264938,0.0292546264827251,0.000667009036988,0.0689119026064872,0.003274466143921,0.0854905992746353,0.0033236860763281,0.037164781242609,0.0011647824430838,1.7564048767089844,0.0020025407429784,0.1199694275856018,0.0077773621305823
r2-E,9,0.0202432144433259,0.0052691274322569,0.0005735691520385,0.0283338967710733,0.0926412642002105,0.4031279683113098,0.9244522452354432,0.1739955395460128,0.0033880427945405,1.7423588037490845,0.0054818992502987,0.0274787880480289,0.0002966684114653,0.02967613004148,0.0007724945899099,0.0593613348901271,0.0037055877037346,0.0601262561976909,0.0036911573261022,0.0368929170072078,0.0012165334774181,0.9521461129188538,0.0028148107230663,0.0919599086046218,0.0091251907870173
r2-E,10,0.0193070769309997,0.0052002905867993,0.0005943736759945,0.0307852756232023,0.0853307694196701,0.4263758659362793,0.917945921421051,0.1838296502828598,0.0039820317178964,2.3687589168548584,0.0063873501494526,0.0481330566108226,0.0003144588845316,0.0322705395519733,0.0009420422720722,0.0450381860136985,0.004143844358623,0.0451688654720783,0.004013012163341,0.042527113109827,0.0012908707140013,0.3609616458415985,0.0041427458636462,0.0571417100727558,0.010621927678585
r2-E,11,0.0163229536265134,0.0051749795675277,0.0006296967621892,0.038577377796173,0.0594715401530265,0.5656035542488098,0.9116148352622986,0.1933308690786361,0.00463158916682,2.1029598712921143,0.0073465066961944,0.1610420197248459,0.0003692819154821,0.0814626142382621,0.0012327852891758,0.088655024766922,0.0045058508403599,0.093624971807003,0.004318552557379,0.0971487313508987,0.001430420554243,0.2863858342170715,0.0056297513656318,0.0887210220098495,0.0122195659205317
r2-E,12,0.015628159046173,0.0050704604946076,0.0006626513204537,0.0424011126160621,0.0633738413453102,0.7188079953193665,0.9052128791809082,0.2028156220912933,0.005291857291013,1.5351202487945557,0.0080908508971333,0.3725259900093078,0.0005365831893868,0.198868066072464,0.0017572056967765,0.1773968636989593,0.0052042808383703,0.1653060019016266,0.0047207847237586,0.1868474781513214,0.0017304730135947,0.2467345297336578,0.0067787021398544,0.1172012165188789,0.0135159790515899
