replicate,input_family,candidate_family,candidate_kind,matching_family,recruitment,mean_value,median_value,positive_fraction,mean_loss
1,PARITY,RANDOM,untrained-control,0,0.25,-0.006927441805601074,-0.0066308975219726,0.0,12.067594513297081
1,PARITY,RANDOM,untrained-control,0,0.5,-0.013252291828393888,-0.012881755828857401,0.0,12.073919363319874
1,PARITY,RANDOM,untrained-control,0,1.0,-0.025426644831895783,-0.024843692779540953,0.0,12.086093716323376
1,PARITY,REVERSE_INC,trained,0,0.0,0.0,0.0,0.0,12.06066707149148
1,PARITY,REVERSE_INC,trained,0,0.0001,0.0009604468941688121,0.0010581016540527001,1.0,12.059706624597311
1,PARITY,REVERSE_INC,trained,0,0.0003,0.002973765134811358,0.0031743049621582,1.0,12.057693306356668
1,PARITY,REVERSE_INC,trained,0,0.001,0.010349664837121917,0.0106449127197265,1.0,12.050317406654358
1,PARITY,REVERSE_INC,trained,0,0.003,0.03218916431069369,0.0323104858398437,1.0,12.028477907180786
1,PARITY,REVERSE_INC,trained,0,0.01,0.11027573794126506,0.10997915267944336,1.0,11.950391333550215
1,PARITY,REVERSE_INC,trained,0,0.02,0.22399470210075376,0.2229161262512207,1.0,11.836672369390726
1,PARITY,REVERSE_INC,trained,0,0.05,0.5742702260613441,0.5711755752563477,1.0,11.486396845430136
1,PARITY,REVERSE_INC,trained,0,0.1,1.1683653555810452,1.160715103149414,1.0,10.892301715910435
1,PARITY,REVERSE_INC,trained,0,0.25,2.6684586629271507,2.655330181121826,1.0,9.39220840856433
1,PARITY,REVERSE_INC,trained,0,0.5,3.8115567844361067,3.7995309829711914,1.0,8.249110287055373
1,PARITY,REVERSE_INC,trained,0,1.0,4.5788614600896835,4.576699495315552,1.0,7.481805611401796
1,REVERSE_INC,DELAY_COPY,trained,0,0.0,0.0,0.0,0.0,8.188587805256248
1,REVERSE_INC,DELAY_COPY,trained,0,0.0001,0.0003030169755220254,0.00048923492431635,0.6875,8.188284788280725
