run,task,source,receiver,mean_edge_usage
r2-C,REVERSE_INC,2,0,0.0665476232208311
r2-C,REVERSE_INC,2,4,0.20416668176651
r2-C,REVERSE_INC,2,5,0.1200000081583857
r2-C,REVERSE_INC,2,6,0.1245238199830055
r2-C,REVERSE_INC,2,7,0.1641666772961616
r2-C,REVERSE_INC,3,0,0.2830952606350183
r2-C,REVERSE_INC,3,1,0.3219047877192497
r2-C,REVERSE_INC,3,5,0.0770238127559423
r2-C,REVERSE_INC,3,6,0.0004761905223131
r2-C,REVERSE_INC,3,7,0.0032142860256135
r2-C,REVERSE_INC,4,0,0.0416666695661842
r2-C,REVERSE_INC,4,1,0.131428580135107
r2-C,REVERSE_INC,4,2,0.2484523923695087
r2-C,REVERSE_INC,4,6,0.0694047661498189
r2-C,REVERSE_INC,4,7,0.042142860405147
r2-C,REVERSE_INC,5,0,0.1679762033000588
r2-C,REVERSE_INC,5,1,0.0001190476305782
r2-C,REVERSE_INC,5,2,0.0654761947318911
r2-C,REVERSE_INC,5,3,0.0910714357346296
r2-C,REVERSE_INC,5,7,0.0829761957004666
r2-C,REVERSE_INC,6,0,0.1575000103376805
r2-C,REVERSE_INC,6,2,0.0186904778517782
r2-C,REVERSE_INC,6,3,0.0392857170850038
r2-C,REVERSE_INC,6,4,0.0016666668280959
r2-C,REVERSE_INC,7,0,0.2832143072783947
r2-C,REVERSE_INC,7,1,0.0188095253147184
r2-C,REVERSE_INC,7,2,0.0038095241785049
r2-C,REVERSE_INC,7,3,0.0045238099433481
r2-C,REVERSE_INC,7,4,0.0014285715669393
r2-C,REVERSE_INC,7,5,0.1101190543919801
r2-C,REVERSE_SWAP,0,2,0.0072619054466485
r2-C,REVERSE_SWAP,0,3,0.0027380954846739
r2-C,REVERSE_SWAP,0,4,0.017380953580141
r2-C,REVERSE_SWAP,0,5,0.0127380962111055
r2-C,REVERSE_SWAP,0,6,0.0032142860256135
r2-C,REVERSE_SWAP,0,7,0.0826190536469221
r2-C,REVERSE_SWAP,1,3,0.0214285731501877
r2-C,REVERSE_SWAP,1,4,0.0094047626852989
r2-C,REVERSE_SWAP,2,0,0.0865476253442466
r2-C,REVERSE_SWAP,2,4,0.1947619175910949
r2-C,REVERSE_SWAP,2,5,0.1334523895382881
r2-C,REVERSE_SWAP,2,6,0.1486904868483543
r2-C,REVERSE_SWAP,2,7,0.0703571473993361
r2-C,REVERSE_SWAP,3,0,0.089761910829693
r2-C,REVERSE_SWAP,3,1,0.3227381202578545
r2-C,REVERSE_SWAP,3,5,0.0735714325308799
r2-C,REVERSE_SWAP,3,6,0.001309523936361
r2-C,REVERSE_SWAP,3,7,0.0010714286752045
r2-C,REVERSE_SWAP,4,0,0.2277381118386983
r2-C,REVERSE_SWAP,4,1,0.1270238186046481
r2-C,REVERSE_SWAP,4,2,0.2470238216221332
r2-C,REVERSE_SWAP,4,6,0.0688095280155539
r2-C,REVERSE_SWAP,4,7,0.0392857174202799
r2-C,REVERSE_SWAP,5,0,0.0444047650322318
r2-C,REVERSE_SWAP,5,1,0.0005952381528913
r2-C,REVERSE_SWAP,5,2,0.0673809570819139
r2-C,REVERSE_SWAP,5,3,0.0930952452868223
r2-C,REVERSE_SWAP,5,7,0.0607142896205186
r2-C,REVERSE_SWAP,6,0,0.0277380973100662
r2-C,REVERSE_SWAP,6,2,0.0184523825533688
r2-C,REVERSE_SWAP,6,3,0.0398809553869068
r2-C,REVERSE_SWAP,6,4,0.0004761905223131
r2-C,REVERSE_SWAP,7,0,0.5238095676898956
r2-C,REVERSE_SWAP,7,1,0.0152380966581404
r2-C,REVERSE_SWAP,7,2,0.0047619052045047
r2-C,REVERSE_SWAP,7,3,0.0053571433760225
r2-C,REVERSE_SWAP,7,4,0.0036904765293002
r2-C,REVERSE_SWAP,7,5,0.1054761980473995
r2-C,ROTATE_INC,0,2,0.002142857350409
r2-C,ROTATE_INC,0,3,0.0025000002421438
r2-C,ROTATE_INC,0,4,0.0008333334140479
r2-C,ROTATE_INC,0,5,0.0109523819200694
r2-C,ROTATE_INC,0,6,0.0052380957454442
r2-C,ROTATE_INC,1,3,0.0236904780752956
r2-C,ROTATE_INC,1,4,0.0129761916026473
r2-C,ROTATE_INC,2,0,0.0647619091160595
r2-C,ROTATE_INC,2,4,0.2055952520668506
r2-C,ROTATE_INC,2,5,0.1235714374482631
r2-C,ROTATE_INC,2,6,0.1158333422988653
r2-C,ROTATE_INC,2,7,0.1600000093877315
r2-C,ROTATE_INC,3,0,0.3271428825706243
r2-C,ROTATE_INC,3,1,0.3213095492124557
r2-C,ROTATE_INC,3,5,0.0798809567466378
r2-C,ROTATE_INC,3,6,0.0003571428917348
r2-C,ROTATE_INC,3,7,0.0015476191975176
r2-C,ROTATE_INC,4,0,0.0314285738207399
r2-C,ROTATE_INC,4,1,0.1351190558634698
r2-C,ROTATE_INC,4,2,0.2458333443105221
r2-C,ROTATE_INC,4,6,0.0678571470826864
r2-C,ROTATE_INC,4,7,0.0470238130539655
r2-C,ROTATE_INC,5,0,0.1577381065487861
r2-C,ROTATE_INC,5,1,0.0004761905223131
r2-C,ROTATE_INC,5,2,0.0644047662429511
r2-C,ROTATE_INC,5,3,0.0842857213318347
r2-C,ROTATE_INC,5,7,0.0852381007373333
r2-C,ROTATE_INC,6,0,0.1504762008227408
r2-C,ROTATE_INC,6,2,0.0164285729825496
r2-C,ROTATE_INC,6,3,0.0426190507411956
r2-C,ROTATE_INC,6,4,0.0023809526115655
r2-C,ROTATE_INC,7,0,0.268452401459217
r2-C,ROTATE_INC,7,1,0.018333334736526
r2-C,ROTATE_INC,7,2,0.0029761907644569
r2-C,ROTATE_INC,7,3,0.0052380957454442
r2-C,ROTATE_INC,7,4,0.0033333336561918
r2-C,ROTATE_INC,7,5,0.1120238161832094
r2-C,ROTATE_SWAP,0,2,0.0079761912301182
r2-C,ROTATE_SWAP,0,3,0.0028571431152522
r2-C,ROTATE_SWAP,0,4,0.0144047629274427
r2-C,ROTATE_SWAP,0,5,0.0133333344385027
r2-C,ROTATE_SWAP,0,6,0.0038095241785049
r2-C,ROTATE_SWAP,0,7,0.0784523856826126
r2-C,ROTATE_SWAP,1,3,0.0225000018626451
r2-C,ROTATE_SWAP,1,4,0.0072619054093956
r2-C,ROTATE_SWAP,2,0,0.088928577825427
r2-C,ROTATE_SWAP,2,4,0.2025000149011612
r2-C,ROTATE_SWAP,2,5,0.1384523901343345
r2-C,ROTATE_SWAP,2,6,0.1545238215476274
r2-C,ROTATE_SWAP,2,7,0.0700000046193599
r2-C,ROTATE_SWAP,3,0,0.0953571484982967
r2-C,ROTATE_SWAP,3,1,0.3221428820490837
r2-C,ROTATE_SWAP,3,5,0.0715476227924227
r2-C,ROTATE_SWAP,3,6,0.0005952381528913
r2-C,ROTATE_SWAP,3,7,0.0005952381528913
r2-C,ROTATE_SWAP,4,0,0.2147619207203388
r2-C,ROTATE_SWAP,4,1,0.1133333411626517
r2-C,ROTATE_SWAP,4,2,0.2422619177401065
r2-C,ROTATE_SWAP,4,6,0.0689285751059651
r2-C,ROTATE_SWAP,4,7,0.0411904795840382
r2-C,ROTATE_SWAP,5,0,0.052619051951915
r2-C,ROTATE_SWAP,5,1,0.0008333334140479
r2-C,ROTATE_SWAP,5,2,0.0711904811486601
r2-C,ROTATE_SWAP,5,3,0.0946428646147251
r2-C,ROTATE_SWAP,5,7,0.0598809563741087
r2-C,ROTATE_SWAP,6,0,0.0283333354629576
r2-C,ROTATE_SWAP,6,2,0.0182142873294651
r2-C,ROTATE_SWAP,6,3,0.041666669845581
r2-C,ROTATE_SWAP,6,4,0.0005952381528913
r2-C,ROTATE_SWAP,7,0,0.5200000414252282
r2-C,ROTATE_SWAP,7,1,0.0146428584307432
r2-C,ROTATE_SWAP,7,2,0.0047619051858782
r2-C,ROTATE_SWAP,7,3,0.0036904765479266
r2-C,ROTATE_SWAP,7,4,0.0046428575552999
r2-C,ROTATE_SWAP,7,5,0.1085714349895715
r2-C,INC_SWAP,0,2,0.002142857350409
r2-C,INC_SWAP,0,3,0.0022619049809873
r2-C,INC_SWAP,0,4,0.0007142857834696
r2-C,INC_SWAP,0,5,0.0100000009126961
r2-C,INC_SWAP,0,6,0.0030952383950352
r2-C,INC_SWAP,1,3,0.0245238114148378
r2-C,INC_SWAP,1,4,0.0108333343081176
r2-C,INC_SWAP,1,5,0.0001190476305782
r2-C,INC_SWAP,2,0,0.0595238134264946
r2-C,INC_SWAP,2,4,0.2116666787862777
r2-C,INC_SWAP,2,5,0.1240476270765066
r2-C,INC_SWAP,2,6,0.1200000100582838
r2-C,INC_SWAP,2,7,0.1613095336407423
r2-C,INC_SWAP,3,0,0.3338095503300428
r2-C,INC_SWAP,3,1,0.3221428814530372
r2-C,INC_SWAP,3,5,0.0794047661498189
r2-C,INC_SWAP,3,6,0.0005952381528913
r2-C,INC_SWAP,3,7,0.0015476191975176
r2-C,INC_SWAP,4,0,0.0297619068995118
r2-C,INC_SWAP,4,1,0.1257142932154238
r2-C,INC_SWAP,4,2,0.2452381065487861
r2-C,INC_SWAP,4,6,0.0707142897322773
r2-C,INC_SWAP,4,7,0.0472619082033634
r2-C,INC_SWAP,5,0,0.153333343937993
r2-C,INC_SWAP,5,1,0.0002380952611565
r2-C,INC_SWAP,5,2,0.0629761944711208
r2-C,INC_SWAP,5,3,0.0848809590190649
r2-C,INC_SWAP,5,7,0.0844047675654292
r2-C,INC_SWAP,6,0,0.1550000104866921
r2-C,INC_SWAP,6,2,0.0176190492138266
r2-C,INC_SWAP,6,3,0.0429761938378214
r2-C,INC_SWAP,6,4,0.001309523936361
r2-C,INC_SWAP,7,0,0.268571445196867
r2-C,INC_SWAP,7,1,0.0167857156693935
r2-C,INC_SWAP,7,2,0.0027380955033004
r2-C,INC_SWAP,7,3,0.004880952835083
r2-C,INC_SWAP,7,4,0.0036904765106737
r2-C,INC_SWAP,7,5,0.1141666723787784
