run,row,task,baseline_nll,ablated_nll,delta_nll,delta_token_accuracy
r0-B,1,REVERSE_SWAP,1.2005601508276804,1.3246593414034162,0.1240991905757358,0.0549999999999999
r0-B,1,ROTATE_INC,0.9209753199986048,1.0249794905526295,0.1040041705540247,0.0366666666666666
r0-B,1,ROTATE_SWAP,1.175959162712097,1.2772971997942244,0.1013380370821273,0.0416666666666666
r0-B,1,INC_SWAP,0.8240929194859096,0.9197986568723406,0.095705737386431,0.0916666666666666
r0-B,2,REVERSE,1.043998349734715,1.0414165653501235,-0.0025817843845912,-0.0033333333333332
r0-B,2,ROTATE,0.8717199155262538,0.8701054658208575,-0.0016144497053963,-0.01
r0-B,2,INC,1.2164918490818568,1.212612545149667,-0.0038793039321898,0.0016666666666667
r0-B,2,SWAP,0.8791032402856009,0.8792025368554252,9.929656982421432e-05,-0.0033333333333332
r0-B,2,REVERSE_ROTATE,1.2421648338862827,1.243153933797564,0.0009890999112811,0.0033333333333332
r0-B,2,REVERSE_INC,1.1155285501480103,1.116960903576442,0.0014323534284317,0.0
r0-B,2,REVERSE_SWAP,1.2005601508276804,1.2055452837262834,0.004985132898603,0.0033333333333333
r0-B,2,ROTATE_INC,0.9209753199986048,0.925713712487902,0.0047383924892969,0.005
r0-B,2,ROTATE_SWAP,1.175959162712097,1.1799640784944807,0.0040049157823836,0.005
r0-B,2,INC_SWAP,0.8240929194859096,0.8267377291406904,0.0026448096547808,0.0116666666666667
r0-B,3,REVERSE,1.043998349734715,1.0426430354799543,-0.0013553142547606,-0.0066666666666665
r0-B,3,ROTATE,0.8717199155262538,0.8702306992667062,-0.0014892162595476,0.0016666666666667
r0-B,3,INC,1.2164918490818568,1.2130804177692958,-0.003411431312561,-0.0016666666666667
r0-B,3,SWAP,0.8791032402856009,0.878979526587895,-0.0001237136977059,-0.0033333333333332
r0-B,3,REVERSE_ROTATE,1.2421648338862827,1.2429160962785992,0.0007512623923164,0.0016666666666666
r0-B,3,REVERSE_INC,1.1155285501480103,1.1145699174063546,-0.0009586327416557,0.0
r0-B,3,REVERSE_SWAP,1.2005601508276804,1.2002617073059083,-0.0002984435217721,0.0
r0-B,3,ROTATE_INC,0.9209753199986048,0.921954856940678,0.0009795369420732,0.0
r0-B,3,ROTATE_SWAP,1.175959162712097,1.175726605142866,-0.0002325575692312,-0.0033333333333334
