run,task,row,mean_activity
r2-C,REVERSE,1,0.4529762279987335
r2-C,REVERSE,2,0.3422619360685348
r2-C,REVERSE,3,0.1671428653597831
r2-C,REVERSE,4,0.2298809659481048
r2-C,REVERSE,5,0.3278571650385856
r2-C,REVERSE,6,0.2235714475810527
r2-C,REVERSE,7,0.2563095416128635
r2-C,ROTATE,0,1.0
r2-C,ROTATE,1,0.4608333718776702
r2-C,ROTATE,2,0.3460714611411095
r2-C,ROTATE,3,0.1663095315545797
r2-C,ROTATE,4,0.2260714438557624
r2-C,ROTATE,5,0.3336904987692833
r2-C,ROTATE,6,0.2254762075841427
r2-C,ROTATE,7,0.2415476380288601
r2-C,INC,0,1.0
r2-C,INC,1,0.4608333683013916
r2-C,INC,2,0.3388095539808273
r2-C,INC,3,0.1616666747629642
r2-C,INC,4,0.2208333478868007
r2-C,INC,5,0.3246428799629211
r2-C,INC,6,0.1975000169873237
r2-C,INC,7,0.2957143035531044
r2-C,SWAP,0,1.0
r2-C,SWAP,1,0.4617857539653778
r2-C,SWAP,2,0.3447619360685348
r2-C,SWAP,3,0.1647619122266769
r2-C,SWAP,4,0.2227381113171577
r2-C,SWAP,5,0.32940478682518
r2-C,SWAP,6,0.2240476378798485
r2-C,SWAP,7,0.2525000189244747
r2-C,REVERSE_ROTATE,0,1.0
r2-C,REVERSE_ROTATE,1,0.4584524211287498
r2-C,REVERSE_ROTATE,2,0.3382143145799637
r2-C,REVERSE_ROTATE,3,0.1664285802841186
r2-C,REVERSE_ROTATE,4,0.22916668176651
r2-C,REVERSE_ROTATE,5,0.3310714504122734
r2-C,REVERSE_ROTATE,6,0.2244047807157039
r2-C,REVERSE_ROTATE,7,0.2522619232535362
r2-C,REVERSE_INC,0,1.0
r2-C,REVERSE_INC,1,0.4722619444131851
r2-C,REVERSE_INC,2,0.3392857441306114
r2-C,REVERSE_INC,3,0.161071435958147
r2-C,REVERSE_INC,4,0.2203571596741676
r2-C,REVERSE_INC,5,0.317023828625679
r2-C,REVERSE_INC,6,0.1973809677362442
r2-C,REVERSE_INC,7,0.2926190632581711
r2-C,REVERSE_SWAP,0,1.0
r2-C,REVERSE_SWAP,1,0.4655952790379524
r2-C,REVERSE_SWAP,2,0.3448809848725795
r2-C,REVERSE_SWAP,3,0.162500008046627
r2-C,REVERSE_SWAP,4,0.2257142998278141
r2-C,REVERSE_SWAP,5,0.3252381178736687
r2-C,REVERSE_SWAP,6,0.222023826688528
r2-C,REVERSE_SWAP,7,0.2540476368367672
r2-C,ROTATE_INC,0,1.0
r2-C,ROTATE_INC,1,0.4752381375432014
r2-C,ROTATE_INC,2,0.3317857438325882
r2-C,ROTATE_INC,3,0.1583333399891853
r2-C,ROTATE_INC,4,0.2251190641522407
r2-C,ROTATE_INC,5,0.3264285936951637
r2-C,ROTATE_INC,6,0.1892857271432876
r2-C,ROTATE_INC,7,0.2938095414638519
r2-C,ROTATE_SWAP,0,1.0
r2-C,ROTATE_SWAP,1,0.4509524190425872
r2-C,ROTATE_SWAP,2,0.3444047892093658
r2-C,ROTATE_SWAP,3,0.1653571503609419
r2-C,ROTATE_SWAP,4,0.2294047775864601
r2-C,ROTATE_SWAP,5,0.3319047847390174
r2-C,ROTATE_SWAP,6,0.2278571599721908
r2-C,ROTATE_SWAP,7,0.2501190656423568
r2-C,INC_SWAP,0,1.0
r2-C,INC_SWAP,1,0.4648809909820556
r2-C,INC_SWAP,2,0.3307143145799637
r2-C,INC_SWAP,3,0.15952381670475
r2-C,INC_SWAP,4,0.2282143011689186
r2-C,INC_SWAP,5,0.3277381198108196
r2-C,INC_SWAP,6,0.1944047765433788
r2-C,INC_SWAP,7,0.2945238265395165
