replicate,quality_ratio_to_dense_continued,aligned_route_disagreement,static_advantage,shuffled_advantage,usage_entropy,passed
0,0.9856174235406866,0.7324519033233324,0.010425621477456173,0.010415763893147046,0.9959278951088587,True
1,0.9857054897921166,0.7286745135982832,0.009846178748571764,0.009950752376392686,0.9952794487277666,True
2,0.9858900098891765,0.7267862955729166,0.010406451799644105,0.010420660713537793,0.9964856132864952,True
