consumed_tokens,minicells_ppl,transformer_ppl,ppl_ratio
500000,88.98716104733823,85.44783025908995,1.0414209556581662
1000000,57.69352912162701,56.62754719502699,1.0188244410962874
2000000,39.42153140845981,37.02724740961693,1.0646627596255245
5000000,23.417037608504,22.9051203396136,1.0223494686471941
10000000,19.44867213327214,18.963440556993035,1.0255877394621922
