replicate,arm,tokens,phase,ppl,nll,fixed4_ppl,clm01_start_ppl,textnca_frozen_ppl,ppl_vs_fixed4,ppl_vs_clm01,ppl_vs_textnca,health
2,fixed4,100000,saturation_search,16.17484269543454,2.78345711517334,,,,,1.0745575430059515,1.042190648010067,YELLOW
2,fixed4,200000,saturation_search,16.42988167645404,2.79910173034668,,,,,1.0915007718196954,1.0586235275070381,YELLOW
2,fixed4,300000,saturation_search,16.128519766536986,2.7805891189575194,,,,,1.0714801311511184,1.0392059312994004,YELLOW
2,fixed4,400000,saturation_search,15.88604058559374,2.765440773010254,,,,,1.055371298576319,1.0235823150779257,YELLOW
2,fixed4,500000,saturation_search,15.691098460502213,2.753093574523926,,,,,1.0424205370195567,1.0110216451846141,YELLOW
2,fixed4,600000,saturation_search,15.44063947023637,2.737002960205078,,,,,1.0257815747575139,0.9948838673848471,GREEN
2,fixed4,700000,saturation_search,15.296716520326965,2.727638198852539,,,,,1.0162202149131632,0.985610506570529,GREEN
2,fixed4,800000,saturation_search,14.990014697522813,2.707384292602539,,,,,0.9958448231177981,0.9658488447434035,GREEN
2,fixed4,900000,saturation_search,14.80376384215817,2.694881462097168,,,,,0.9834714563227147,0.9538481778250356,GREEN
2,fixed4,1000000,saturation_search,14.874343633991787,2.699637825012207,,,,,0.988160345675562,0.958395832499183,GREEN
2,fixed4,1100000,saturation_search,14.781794415821892,2.6933963165283203,,,,,0.9820119421110665,0.9524326258409487,GREEN
2,fixed4,1200000,saturation_search,14.573854914736902,2.679229164123535,,,,,0.9681977144498084,0.9390344984239924,GREEN
2,fixed4,1300000,saturation_search,14.50368644818496,2.6744028549194336,,,,,0.963536151030967,0.9345133465956484,GREEN
2,fixed4,1400000,saturation_search,14.45811890591918,2.671256118774414,,,,,0.9605089224402521,0.9315773015721254,GREEN
2,fixed4,1500000,saturation_search,14.168045837261275,2.6509891357421873,,,,,0.941238243286308,0.9128870771855735,GREEN
2,fixed4,1600000,saturation_search,14.055729705224314,2.6430301208496094,,,,,0.9337766469571125,0.9056502326218471,GREEN
2,fixed4,1700000,saturation_search,14.100194061069653,2.64618856048584,,,,,0.936730586594621,0.9085151962387659,GREEN
2,fixed4,1800000,saturation_search,13.886740810894711,2.63093448638916,,,,,0.9225500591933029,0.8947618024464128,GREEN
2,fixed4,1900000,saturation_search,13.797693940977103,2.6245014724731446,,,,,0.9166343302089313,0.8890242619453917,GREEN
2,fixed4,2000000,saturation_search,13.864592595649448,2.6293382949829103,,,,,0.9210786673409027,0.8933347305896187,GREEN
2,fixed4,2100000,saturation_search,13.696378077146184,2.6171314239501955,,,,,0.9099035243670662,0.8824961956285892,GREEN
2,fixed4,2200000,saturation_search,13.472428191202907,2.6006452407836913,,,,,0.8950256647348612,0.8680664740450289,GREEN
2,fixed4,2300000,saturation_search,13.244243073831937,2.583562973022461,,,,,0.8798664422503123,0.8533638645781543,GREEN
2,fixed4,2400000,saturation_search,13.299345870903856,2.5877148513793946,,,,,0.8835271348053669,0.8569142929111457,GREEN
2,fixed4,2500000,saturation_search,13.138775971123895,2.575567855834961,,,,,0.8728598535070475,0.8465683222545146,GREEN
2,fixed4,2600000,saturation_search,13.04678864581081,2.568542022705078,,,,,0.8667487786646308,0.8406413199348064,GREEN
2,fixed4,2700000,saturation_search,13.041782988767455,2.5681582794189453,,,,,0.866416233450132,0.840318791360281,GREEN
2,fixed4,2800000,saturation_search,12.945052993918587,2.560713706970215,,,,,0.8599900846734817,0.8340862054914857,GREEN
2,fixed4,2900000,saturation_search,12.913790466025748,2.558295768737793,,,,,0.8579131936771837,0.8320718728134766,GREEN
2,fixed4,3000000,saturation_search,12.814834229515785,2.5506034240722655,,,,,0.851339147031322,0.8256958439274544,GREEN
