model,step,consumed_tokens,train_loss,learning_rate,grad_norm,elapsed_seconds,tokens_per_second,validation_nll,validation_ppl,validation_tokens
textnca-s,125,125000,6.0140604972839355,0.0002799038105676658,0.9271677136421204,4.912523684000007,25445.169945362817,5.959204435348511,387.3018779555615,24576
textnca-s,250,250000,5.785134792327881,0.00017604722665003956,0.7123361825942993,10.541213142000004,23716.435350681757,5.744792540868123,312.5587779307051,24576
textnca-s,500,500000,5.585024356842041,0.0,0.7930358648300171,19.707546458000024,25370.991821106752,5.539931257565816,254.66049287466822,24576
minitextnca-s-plus,125,125000,7.601484775543213,0.0002799038105676658,1.1313161849975586,5.222480806000021,23934.98504702776,5.796898206075032,329.2766260265014,24576
minitextnca-s-plus,250,250000,6.808455467224121,0.00017604722665003956,1.4980368614196777,12.298167258000035,20328.232228047917,5.216636260350545,184.3131586925909,24576
minitextnca-s-plus,500,500000,6.560415744781494,0.0,1.7547919750213623,24.21943434000002,20644.577944341847,4.946956594785054,140.7459644408141,24576
transformer-s,125,125000,5.649616241455078,0.0002799038105676658,0.7758016586303711,1.9864595410000447,62926.02362143815,5.585220813751221,266.45911408036875,24576
transformer-s,250,250000,4.925861358642578,0.00017604722665003956,1.070756435394287,4.587710195,54493.41596870419,4.950276891390483,141.2140594658985,24576
transformer-s,500,500000,4.840655326843262,0.0,1.2652980089187622,9.238989887000002,54118.47032147313,4.72079861164093,112.25786731902147,24576
