model,step,consumed_tokens,train_loss,learning_rate,grad_norm,elapsed_seconds,tokens_per_second,validation_nll,validation_ppl,validation_tokens,parameters,peak_vram_bytes
minicells-2d-k4,250,250000,5.178750038146973,0.0002954100398908995,1.9274810552597046,11.527331976000028,21687.58568942939,5.134535600741704,169.78545332472333,49152,1173632,486587904
minicells-2d-k4,500,500000,4.73231315612793,0.00026837107640945905,2.166044235229492,24.793634669000085,20166.466380387494,4.454424738883972,86.00666032411313,49152,1173632,486587904
minicells-2d-k4,1000,1000000,4.091913223266602,0.00016238690182084986,3.37453556060791,47.29747394800006,21142.778176682823,4.061495537559192,58.061078704595396,49152,1173632,486587904
minicells-2d-k4,2000,2000000,3.8583054542541504,0.0,2.188723564147949,88.55522310900005,22584.777382789245,3.896340092023214,49.221971155777396,49152,1173632,486587904
