model,step,consumed_tokens,train_loss,learning_rate,grad_norm,elapsed_seconds,tokens_per_second,validation_nll,validation_ppl,validation_tokens,parameters,peak_vram_bytes
minicells-v2,250,250000,5.142454147338867,0.0002954100398908,1.4072892665863037,8.498976943000002,29415.30512162491,5.09960350394249,163.95688615147833,49152,1170816,157502464
minicells-v2,500,500000,4.724361896514893,0.0002683710764094,1.596907377243042,18.33818445399993,27265.51263862655,4.458582192659378,86.36497335762198,49152,1170816,157502464
minicells-v2,1000,1000000,4.067564964294434,0.0001623869018208,2.0353071689605717,34.42287756199994,29050.447575130056,4.064857428272565,58.25660218603352,49152,1170816,157502464
minicells-v2,2000,2000000,3.8841428756713863,0.0,1.7647627592086792,65.23474093099992,30658.510656391503,3.900079811612765,49.406392152016174,49152,1170816,157502464
minicells-2d-k4,250,250000,5.178750038146973,0.0002954100398908,1.9274810552597048,11.527331976000028,21687.58568942939,5.134535600741704,169.7854533247233,49152,1173632,486587904
minicells-2d-k4,500,500000,4.73231315612793,0.0002683710764094,2.166044235229492,24.793634669000085,20166.466380387494,4.454424738883972,86.00666032411313,49152,1173632,486587904
minicells-2d-k4,1000,1000000,4.091913223266602,0.0001623869018208,3.37453556060791,47.29747394800006,21142.778176682823,4.061495537559192,58.0610787045954,49152,1173632,486587904
minicells-2d-k4,2000,2000000,3.8583054542541504,0.0,2.188723564147949,88.55522310900005,22584.777382789245,3.896340092023214,49.2219711557774,49152,1173632,486587904
