run,replicate,topology,variant,random_depth,stability_weight,step,consumed_tokens,train_loss,main_loss,stability_loss,learning_rate,grad_norm,training_elapsed_seconds,training_tokens_per_second,seconds_per_million_tokens,avg_recurrent_iterations,recurrent_iteration_fraction,validation_nll,validation_ppl,validation_tokens,parameters,peak_vram_bytes
1d-r4-H,4,1d,H,True,0.1,500,500000,4.450922966003418,4.437440395355225,0.1348273456096649,0.0002683710764094,1.8482418060302732,12.993053615998631,38482.10088076132,25.986107231997263,9.036,0.753,4.443614174922307,85.08188748587669,49152,1170816,158716928
1d-r4-H,4,1d,H,True,0.1,1000,1000000,4.404629230499268,4.389488220214844,0.1514097452163696,0.0001623869018208,1.6440911293029783,24.81537296300121,40297.60106732881,24.81537296300121,9.008,0.7506666666666666,4.052330727378528,57.53139089104969,49152,1170816,158716928
1d-r4-H,4,1d,H,True,0.1,2000,2000000,3.92745852470398,3.913158178329468,0.1430039852857589,0.0,1.7272253036499023,48.12646322000319,41557.178030251016,24.063231610001598,8.9765,0.7480416666666666,3.879212900996208,48.38611541597049,49152,1170816,158716928
2d-r0-A,0,2d,A,False,0.0,250,250000,5.266005516052246,5.266005516052246,,0.0002954100398908,1.6930910348892212,10.565314850000275,23662.33316747711,42.26125940000111,12.0,1.0,5.130696564912796,169.13489045228056,49152,1173632,486587904
2d-r0-A,0,2d,A,False,0.0,500,500000,4.361454010009766,4.361454010009766,,0.0002683710764094,2.720073938369751,20.137776543001223,24828.9576027584,40.275553086002446,12.0,1.0,4.441201289494832,84.87684211439581,49152,1173632,486587904
2d-r0-A,0,2d,A,False,0.0,1000,1000000,3.960211992263794,3.960211992263794,,0.0001623869018208,2.275674343109131,39.585884604001535,25261.5297094792,39.585884604001535,12.0,1.0,4.024029731750488,55.92601920741963,49152,1173632,486587904
2d-r0-A,0,2d,A,False,0.0,2000,2000000,4.120298862457275,4.120298862457275,,0.0,2.220062732696533,77.24970077899957,25890.06792041456,38.62485038949978,12.0,1.0,3.863102937738101,47.61286213888017,49152,1173632,486587904
2d-r0-B,0,2d,B,True,0.0,250,250000,5.3446784019470215,5.3446784019470215,0.246503472328186,0.0002954100398908,2.791759967803955,8.573122627000316,29160.903311081354,34.292490508001265,8.932,0.7443333333333334,5.229663958152135,186.7300438668308,49152,1173632,492533248
2d-r0-B,0,2d,B,True,0.0,500,500000,4.406940460205078,4.406940460205078,0.2070818245410919,0.0002683710764094,2.213766098022461,16.500483691999875,30302.142005838345,33.00096738399975,8.914,0.7428333333333333,4.492457191149394,89.34070357540955,49152,1173632,492533248
2d-r0-B,0,2d,B,True,0.0,1000,1000000,3.9858338832855225,3.9858338832855225,0.2041278779506683,0.0001623869018208,1.6498786211013794,32.479043800998056,30789.08375896432,32.479043800998056,8.921,0.7434166666666666,4.0598863661289215,57.96772360785529,49152,1173632,492533248
2d-r0-B,0,2d,B,True,0.0,2000,2000000,4.155200481414795,4.155200481414795,0.3221715092658996,0.0,2.1611053943634038,63.68321700699892,31405.44862518795,31.841608503499454,8.952,0.746,3.893350392580032,49.07503201739963,49152,1173632,492533248
2d-r0-F,0,2d,F,False,0.1,250,250000,5.228210926055908,5.220992088317871,0.0721884071826934,0.0002954100398908,1.6395164728164673,11.062180090999846,22599.52359692636,44.24872036399938,12.0,1.0,5.0907036165396375,162.50416245340978,49152,1173632,491099648
2d-r0-F,0,2d,F,False,0.1,500,500000,4.329537391662598,4.321933269500732,0.0760424435138702,0.0002683710764094,2.6225733757019043,21.10586122499967,23690.101752765968,42.21172244999934,12.0,1.0,4.40822450319926,82.12352393091227,49152,1173632,491099648
2d-r0-F,0,2d,F,False,0.1,1000,1000000,3.936163902282715,3.9284262657165527,0.0773772150278091,0.0001623869018208,2.128471612930298,41.31504823099817,24204.25590232549,41.31504823099817,12.0,1.0,3.996794874469439,54.42343624792544,49152,1173632,491099648
2d-r0-F,0,2d,F,False,0.1,2000,2000000,4.093432903289795,4.085921764373779,0.0751113444566726,0.0,2.305974245071411,81.28830968199736,24603.783838341187,40.64415484099868,12.0,1.0,3.837047889828682,46.38832864781543,49152,1173632,491099648
2d-r0-H,0,2d,H,True,0.1,250,250000,5.308629035949707,5.297604084014893,0.110248327255249,0.0002954100398908,2.0013225078582764,9.012657353000009,27738.76673751316,36.05062941200004,8.932,0.7443333333333334,5.179679830869039,177.62593154818907,49152,1173632,492533248
2d-r0-H,0,2d,H,True,0.1,500,500000,4.3568525314331055,4.344772338867188,0.1207999438047409,0.0002683710764094,2.112876892089844,17.31650980900099,28874.178775916134,34.63301961800198,8.914,0.7428333333333333,4.441197524468104,84.87652255141826,49152,1173632,492533248
2d-r0-H,0,2d,H,True,0.1,1000,1000000,3.9595813751220703,3.948245048522949,0.11336400359869,0.0001623869018208,1.7615582942962646,33.8700097490007,29524.64458707468,33.8700097490007,8.921,0.7434166666666666,4.018554255366325,55.62063443651374,49152,1173632,492533248
2d-r0-H,0,2d,H,True,0.1,2000,2000000,4.105835914611816,4.090764999389648,0.1507109850645065,0.0,2.1769533157348637,66.57958475599969,30039.23811374888,33.289792377999845,8.952,0.746,3.84602356950442,46.80656961704887,49152,1173632,492533248
2d-r1-A,1,2d,A,False,0.0,250,250000,5.050970554351807,5.050970554351807,,0.0002954100398908,2.861926794052124,10.615022253999427,23551.528580715632,42.46008901599771,12.0,1.0,5.126273314158122,168.38841655812587,49152,1173632,486587904
2d-r1-A,1,2d,A,False,0.0,500,500000,4.5975847244262695,4.5975847244262695,,0.0002683710764094,2.860445261001587,20.55950323799948,24319.65374901986,41.11900647599896,12.0,1.0,4.426616996526718,83.64795637966735,49152,1173632,486587904
2d-r1-A,1,2d,A,False,0.0,1000,1000000,4.118852615356445,4.118852615356445,,0.0001623869018208,2.0022075176239014,40.33524270899977,24792.214768968668,40.33524270899977,12.0,1.0,4.019580120841662,55.67772300268637,49152,1173632,486587904
2d-r1-A,1,2d,A,False,0.0,2000,2000000,4.09003210067749,4.09003210067749,,0.0,2.098148822784424,79.8599826520009,25043.83213699446,39.92999132600045,12.0,1.0,3.863256484270096,47.6201734900419,49152,1173632,486587904
2d-r1-B,1,2d,B,True,0.0,250,250000,5.16331148147583,5.16331148147583,0.300929456949234,0.0002954100398908,2.271421194076538,8.603731445000449,29057.15986117544,34.414925780001795,8.84,0.7366666666666667,5.238982101281484,188.4781530592753,49152,1173632,492533248
2d-r1-B,1,2d,B,True,0.0,500,500000,4.619706153869629,4.619706153869629,0.1515556126832962,0.0002683710764094,2.0991244316101074,16.798118449000185,29765.23838178792,33.59623689800037,8.886,0.7404999999999999,4.476389239231746,87.91665287338492,49152,1173632,492533248
2d-r1-B,1,2d,B,True,0.0,1000,1000000,4.154262542724609,4.154262542724609,0.2654632329940796,0.0001623869018208,2.0984132289886475,32.84656452599904,30444.58421849475,32.84656452599904,8.947,0.7455833333333333,4.05992176135381,57.96977542478073,49152,1173632,492533248
2d-r1-B,1,2d,B,True,0.0,2000,2000000,4.115323066711426,4.115323066711426,0.2174391746520996,0.0,2.2047414779663086,64.25665646899824,31125.180018741485,32.12832823449912,8.9785,0.7482083333333334,3.8952954510847726,49.17057871763331,49152,1173632,492533248
