model,mode,threshold,last_token_ppl,avg_total_steps,iteration_fraction,ppl_ratio_to_fixed
minicells-v2-fixed,fixed,,100.03561122041849,12.0,1.0,1.0
minicells-v2-fixed,adaptive,0.0075,100.03561122041849,12.0,1.0,1.0
minicells-v2-fixed,adaptive,0.01,99.66054368742138,11.875,0.9895833333333334,0.996250659855812
minicells-v2-fixed,adaptive,0.0125,101.18553648439567,10.854166666666666,0.9045138888888888,1.0114951590733368
minicells-v2-fixed,adaptive,0.015,116.50646883641191,8.791666666666666,0.7326388888888888,1.1646499423060608
minicells-v2-fixed,adaptive,0.02,217.19874746097705,5.229166666666667,0.4357638888888889,2.171214278707222
