model,step,consumed_tokens,train_loss,stability_loss,learning_rate,grad_norm,training_elapsed_seconds,training_tokens_per_second,seconds_per_million_tokens,avg_recurrent_iterations,recurrent_iteration_fraction,validation_nll,validation_ppl,validation_tokens,parameters,peak_vram_bytes
minicells-v2-stable,250,250000,5.230867862701416,0.13625074923038483,0.0002954100398908995,2.16935133934021,6.763919738998197,36960.81704793077,27.05567895599279,8.932,0.7443333333333334,5.129097203413646,168.86459882495552,49152,1170816,158716928
minicells-v2-stable,500,500000,4.299697399139404,0.1488962471485138,0.00026837107640945905,1.65980863571167,13.622312957998474,36704.48634836422,27.24462591599695,8.914,0.7428333333333333,4.410718699296315,82.32861176209006,49152,1170816,158716928
minicells-v2-stable,1000,1000000,3.940582275390625,0.12573957443237305,0.00016238690182084986,1.6956944465637207,26.383356059998164,37902.68371187913,26.383356059998164,8.921,0.7434166666666666,4.0009405215581255,54.64952492609426,49152,1170816,158716928
minicells-v2-stable,2000,2000000,4.110953330993652,0.17702624201774597,0.0,1.6853117942810059,51.28105367099863,39000.75869796481,25.640526835499315,8.952,0.746,3.8308342744906745,46.10098306938179,49152,1170816,158716928
