model,step,consumed_tokens,train_loss,stability_loss,learning_rate,grad_norm,training_elapsed_seconds,training_tokens_per_second,seconds_per_million_tokens,avg_recurrent_iterations,recurrent_iteration_fraction,validation_nll,validation_ppl,validation_tokens,parameters,peak_vram_bytes
minicells-2d-k4-fixed,250,250000,5.266005516052246,,0.0002954100398908995,1.6930910348892212,11.123661596998659,22474.613940741776,44.494646387994635,12.0,1.0,5.130696564912796,169.13489045228056,49152,1173632,486587904
minicells-2d-k4-fixed,500,500000,4.361454010009766,,0.00026837107640945905,2.720073938369751,22.001912446000233,22725.29723164569,44.003824892000466,12.0,1.0,4.441201289494832,84.87684211439581,49152,1173632,486587904
minicells-2d-k4-fixed,1000,1000000,3.960211992263794,,0.00016238690182084986,2.275674343109131,42.11560866800062,23744.165919173778,42.11560866800062,12.0,1.0,4.024029731750488,55.92601920741963,49152,1173632,486587904
minicells-2d-k4-fixed,2000,2000000,4.120298862457275,,0.0,2.220062732696533,81.0159381190033,24686.500538477074,40.50796905950165,12.0,1.0,3.8631029377381005,47.61286213888017,49152,1173632,486587904
