step,story_train_nll
1,7.669168472290039
50,6.53495979309082
100,5.926079750061035
200,5.720800399780273
300,5.59428596496582
1,7.640758514404297
50,6.5511627197265625
100,5.884331703186035
200,5.654861927032471
300,5.335512161254883
1,7.617429733276367
50,6.333445549011231
100,5.885442733764648
200,5.67533016204834
300,5.67982292175293
