step,story_train_nll
1,7.6161956787109375
50,6.55802059173584
100,5.919363021850586
200,5.852097034454346
300,5.401349067687988
1,7.641541004180908
50,6.550075531005859
100,5.983238220214844
200,5.67506217956543
300,5.710367679595947
1,7.678253173828125
50,6.602507591247559
100,5.882838249206543
200,5.704625129699707
300,5.435147285461426
