replicate,step,stage,subphase,active_k_before,active_k_after,selected_k,selected_cluster_purity_posthoc,candidate_k,candidate_stable_evaluations,candidate_last_stability,shadow_loss,k1_normalized_residual,k1_objective,k1_min_fraction,k2_normalized_residual,k2_objective,k2_min_fraction,k3_normalized_residual,k3_objective,k3_min_fraction,k4_normalized_residual,k4_objective,k4_min_fraction
2,544,B_EMERGING_MATH,math-50,1,1,1,0.5520833333333334,0,0,0.0,7.776856422424316,1.0,1.0,1.0,0.6187396617524411,1000000.0,0.3020833432674408,0.4862661558982277,1000000.0,0.2083333283662796,0.4580198304596823,1000000.0,0.0520833320915699
2,576,B_EMERGING_MATH,math-50,1,1,1,0.5104166666666666,0,0,0.0,5.616193771362305,1.0,1.0,1.0,0.6625079325944814,1000000.0,0.46875,0.5470109500567367,1000000.0,0.21875,0.5206168350310404,1000000.0,0.0729166641831398
2,608,C_DUPLICATE_CONTROL,duplicate-arithmetic,1,1,1,0.5416666666666666,0,0,0.0,7.757329940795898,1.0,1.0,1.0,0.6368831511734238,1000000.0,0.4375,0.5121962412513503,1000000.0,0.15625,0.4844851234616062,1000000.0,0.0520833320915699
2,640,C_DUPLICATE_CONTROL,duplicate-arithmetic,1,1,1,0.5208333333333334,0,0,0.0,7.761836051940918,1.0,1.0,1.0,0.6484580884988811,1000000.0,0.4583333432674408,0.5194310087058519,1000000.0,0.1458333283662796,0.4819393675374361,1000000.0,0.09375
2,672,C_DUPLICATE_CONTROL,duplicate-arithmetic,1,1,1,0.65625,0,0,0.0,7.747343063354492,1.0,1.0,1.0,0.5764640137125882,1000000.0,0.3125,0.4489371618906499,1000000.0,0.1354166716337204,0.4075095804077259,1000000.0,0.0625
2,704,C_DUPLICATE_CONTROL,duplicate-arithmetic,1,1,1,0.65625,0,0,0.0,7.682769775390625,1.0,1.0,1.0,0.5743728756394982,1000000.0,0.3020833432674408,0.458198096981802,1000000.0,0.1666666716337204,0.4354220323194804,1000000.0,0.0104166669771075
2,736,C_DUPLICATE_CONTROL,duplicate-arithmetic,1,1,2,0.9270833333333334,2,1,1.0,7.804994106292725,1.0,1.0,1.0,0.5048171717190751,0.7048171717190752,0.21875,0.4742287358834381,1000000.0,0.020833333954215,0.3797625239241137,1000000.0,0.020833333954215
2,768,C_DUPLICATE_CONTROL,duplicate-arithmetic,1,1,1,0.6770833333333334,0,0,0.0,7.842332363128662,1.0,1.0,1.0,0.4889420945789606,1000000.0,0.2604166567325592,0.4395812656284825,1000000.0,0.0625,0.4181416363501715,1000000.0,0.0104166669771075
2,800,D_THIRD_MODE,three-way,1,1,1,0.5625,0,0,0.0,8.218570709228516,1.0,1.0,1.0,0.5488621588374949,1000000.0,0.2291666716337204,0.4968778022531707,1000000.0,0.1041666641831398,0.4633907317659862,1000000.0,0.0625
2,832,D_THIRD_MODE,three-way,1,1,1,0.3645833333333333,0,0,0.0,8.108531951904297,1.0,1.0,1.0,0.6010319335455939,1000000.0,0.25,0.4973420698616969,1000000.0,0.1354166716337204,0.4629457648991715,1000000.0,0.0520833320915699
2,864,D_THIRD_MODE,three-way,1,1,1,0.3854166666666667,0,0,0.0,7.789996147155762,1.0,1.0,1.0,0.6476996628425113,1000000.0,0.2083333283662796,0.4793740200158553,1000000.0,0.1354166716337204,0.4629696222185627,1000000.0,0.020833333954215
2,896,D_THIRD_MODE,three-way,1,1,1,0.3854166666666667,0,0,0.0,5.677119255065918,1.0,1.0,1.0,0.5949507406247285,1000000.0,0.2916666567325592,0.4657434686514985,1000000.0,0.1145833358168602,0.4284591997441564,1000000.0,0.09375
2,928,D_THIRD_MODE,three-way,1,1,1,0.375,0,0,0.0,5.553635597229004,1.0,1.0,1.0,0.5722793532233491,1000000.0,0.34375,0.4651165524169851,1000000.0,0.1354166716337204,0.4283772827891094,1000000.0,0.09375
2,960,D_THIRD_MODE,three-way,1,1,1,0.40625,0,0,0.0,5.502424240112305,1.0,1.0,1.0,0.5742624265533579,1000000.0,0.3645833432674408,0.4798142489967115,1000000.0,0.1875,0.4497855742480324,1000000.0,0.1145833358168602
2,992,D_THIRD_MODE,three-way,1,1,1,0.3645833333333333,0,0,0.0,7.855663299560547,1.0,1.0,1.0,0.5739583431176353,1000000.0,0.28125,0.5550579277216585,1000000.0,0.0104166669771075,0.4518936654334849,1000000.0,0.0104166669771075
2,1024,D_THIRD_MODE,three-way,1,1,1,0.3854166666666667,0,0,0.0,7.844963073730469,1.0,1.0,1.0,0.5820818865005152,1000000.0,0.21875,0.4754152618002724,1000000.0,0.1354166716337204,0.449901290128577,1000000.0,0.0104166669771075
2,1056,D_THIRD_MODE,three-way,1,1,1,0.40625,0,0,0.0,8.219558715820312,1.0,1.0,1.0,0.640783944828755,1000000.0,0.1145833358168602,0.4724472948988125,1000000.0,0.1041666641831398,0.4384380326215547,1000000.0,0.0104166669771075
2,1088,D_THIRD_MODE,three-way,1,1,1,0.3958333333333333,0,0,0.0,5.49080753326416,1.0,1.0,1.0,0.5969746718309636,1000000.0,0.2291666716337204,0.495168694106805,1000000.0,0.1145833358168602,0.4689238045135827,1000000.0,0.0104166669771075
2,1120,D_THIRD_MODE,three-way,1,1,1,0.3645833333333333,0,0,0.0,8.117258071899414,1.0,1.0,1.0,0.6204907152721313,1000000.0,0.2708333432674408,0.5154864193233514,1000000.0,0.0833333358168602,0.4921595594213898,1000000.0,0.0104166669771075
