replicate,stage,arm,step,stream_key_posthoc,family_posthoc,branch,route_margin,candidate_parent_branch
0,C_DUPLICATE_ARITHMETIC,incumbent,34,ARITH_A,ARITHMETIC,0,1.6658673286437988,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,34,ARITH_A,ARITHMETIC,0,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,34,ARITH_A,ARITHMETIC,0,1.2457587718963623,1
0,C_DUPLICATE_ARITHMETIC,incumbent,35,ARITH_A,ARITHMETIC,0,1.6586575508117676,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,35,ARITH_A,ARITHMETIC,0,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,35,ARITH_A,ARITHMETIC,0,1.237260818481445,1
0,C_DUPLICATE_ARITHMETIC,incumbent,36,STORY,STORY,0,0.8184215426445007,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,36,STORY,STORY,0,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,36,STORY,STORY,0,0.6660322546958923,1
0,C_DUPLICATE_ARITHMETIC,incumbent,37,ARITH_B,ARITHMETIC,0,1.6510497331619265,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,37,ARITH_B,ARITHMETIC,0,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,37,ARITH_B,ARITHMETIC,0,1.246566653251648,1
0,C_DUPLICATE_ARITHMETIC,incumbent,38,STORY,STORY,0,0.555493175983429,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,38,STORY,STORY,0,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,38,STORY,STORY,0,0.3878077864646911,1
0,C_DUPLICATE_ARITHMETIC,incumbent,39,ARITH_B,ARITHMETIC,0,1.646186351776123,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,39,ARITH_B,ARITHMETIC,0,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,39,ARITH_B,ARITHMETIC,0,1.2460962533950806,1
0,C_DUPLICATE_ARITHMETIC,incumbent,40,STORY,STORY,0,0.9087205529212952,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,40,STORY,STORY,0,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,40,STORY,STORY,0,0.7100551724433899,1
0,C_DUPLICATE_ARITHMETIC,incumbent,41,ARITH_A,ARITHMETIC,0,1.6601128578186035,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,41,ARITH_A,ARITHMETIC,0,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,41,ARITH_A,ARITHMETIC,0,1.2484151124954224,1
0,C_DUPLICATE_ARITHMETIC,incumbent,42,ARITH_A,ARITHMETIC,0,1.6538474559783936,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,42,ARITH_A,ARITHMETIC,0,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,42,ARITH_A,ARITHMETIC,0,1.2413145303726196,1
0,C_DUPLICATE_ARITHMETIC,incumbent,43,STORY,STORY,0,1.1369858980178833,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,43,STORY,STORY,0,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,43,STORY,STORY,0,1.015071988105774,1
0,C_DUPLICATE_ARITHMETIC,incumbent,44,STORY,STORY,1,0.3368449211120605,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,44,STORY,STORY,2,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,44,STORY,STORY,1,0.3147863149642944,1
0,C_DUPLICATE_ARITHMETIC,incumbent,45,STORY,STORY,0,0.5935436487197876,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,45,STORY,STORY,0,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,45,STORY,STORY,0,0.5991190671920776,1
0,C_DUPLICATE_ARITHMETIC,incumbent,46,ARITH_B,ARITHMETIC,0,1.6618192195892334,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,46,ARITH_B,ARITHMETIC,0,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,46,ARITH_B,ARITHMETIC,0,1.2406604290008545,1
0,C_DUPLICATE_ARITHMETIC,incumbent,47,ARITH_A,ARITHMETIC,0,1.653988003730774,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,47,ARITH_A,ARITHMETIC,0,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,47,ARITH_A,ARITHMETIC,0,1.254751443862915,1
0,C_DUPLICATE_ARITHMETIC,incumbent,48,ARITH_B,ARITHMETIC,0,1.6567440032958984,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,48,ARITH_B,ARITHMETIC,0,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,48,ARITH_B,ARITHMETIC,0,1.2319072484970093,1
0,C_DUPLICATE_ARITHMETIC,incumbent,49,ARITH_A,ARITHMETIC,0,1.6526814699172974,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,49,ARITH_A,ARITHMETIC,0,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,49,ARITH_A,ARITHMETIC,0,1.236613392829895,1
0,C_DUPLICATE_ARITHMETIC,incumbent,50,ARITH_A,ARITHMETIC,0,1.65846848487854,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,50,ARITH_A,ARITHMETIC,0,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,50,ARITH_A,ARITHMETIC,0,1.2459509372711182,1
0,C_DUPLICATE_ARITHMETIC,incumbent,51,ARITH_A,ARITHMETIC,0,1.6566317081451416,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,51,ARITH_A,ARITHMETIC,0,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,51,ARITH_A,ARITHMETIC,0,1.2513327598571775,1
0,C_DUPLICATE_ARITHMETIC,incumbent,52,ARITH_B,ARITHMETIC,0,1.6655781269073486,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,52,ARITH_B,ARITHMETIC,0,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,52,ARITH_B,ARITHMETIC,0,1.237627029418945,1
0,C_DUPLICATE_ARITHMETIC,incumbent,53,STORY,STORY,0,1.17889404296875,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,53,STORY,STORY,0,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,53,STORY,STORY,0,1.0694034099578855,1
0,C_DUPLICATE_ARITHMETIC,incumbent,54,ARITH_B,ARITHMETIC,0,1.6588752269744873,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,54,ARITH_B,ARITHMETIC,0,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,54,ARITH_B,ARITHMETIC,0,1.2581783533096311,1
0,C_DUPLICATE_ARITHMETIC,incumbent,55,STORY,STORY,0,0.8475830554962158,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,55,STORY,STORY,0,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,55,STORY,STORY,0,0.7693212032318115,1
0,C_DUPLICATE_ARITHMETIC,incumbent,56,ARITH_B,ARITHMETIC,0,1.6637991666793823,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,56,ARITH_B,ARITHMETIC,0,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,56,ARITH_B,ARITHMETIC,0,1.2381386756896973,1
0,C_DUPLICATE_ARITHMETIC,incumbent,57,STORY,STORY,1,0.7791417837142944,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,57,STORY,STORY,1,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,57,STORY,STORY,1,0.2646703720092773,1
0,C_DUPLICATE_ARITHMETIC,incumbent,58,ARITH_A,ARITHMETIC,0,1.6696345806121826,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,58,ARITH_A,ARITHMETIC,0,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,58,ARITH_A,ARITHMETIC,0,1.2459666728973389,1
0,C_DUPLICATE_ARITHMETIC,incumbent,59,ARITH_B,ARITHMETIC,0,1.6539841890335083,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,59,ARITH_B,ARITHMETIC,0,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,59,ARITH_B,ARITHMETIC,0,1.257683515548706,1
0,C_DUPLICATE_ARITHMETIC,incumbent,60,STORY,STORY,0,0.2288732528686523,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,60,STORY,STORY,0,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,60,STORY,STORY,0,0.2726483345031738,1
0,C_DUPLICATE_ARITHMETIC,incumbent,61,STORY,STORY,0,0.8914965391159058,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,61,STORY,STORY,0,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,61,STORY,STORY,0,0.7742660045623779,1
0,C_DUPLICATE_ARITHMETIC,incumbent,62,STORY,STORY,0,0.5722572803497314,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,62,STORY,STORY,0,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,62,STORY,STORY,0,0.3834930658340454,1
0,C_DUPLICATE_ARITHMETIC,incumbent,63,STORY,STORY,0,1.0229731798171997,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,63,STORY,STORY,0,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,63,STORY,STORY,0,0.7635787725448608,1
0,C_DUPLICATE_ARITHMETIC,incumbent,64,ARITH_A,ARITHMETIC,0,1.6566449403762815,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,64,ARITH_A,ARITHMETIC,0,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,64,ARITH_A,ARITHMETIC,0,1.2599449157714844,1
0,C_DUPLICATE_ARITHMETIC,incumbent,65,STORY,STORY,0,1.0841429233551023,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,65,STORY,STORY,0,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,65,STORY,STORY,0,0.7728871703147888,1
0,C_DUPLICATE_ARITHMETIC,incumbent,66,ARITH_B,ARITHMETIC,0,1.649247646331787,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,66,ARITH_B,ARITHMETIC,0,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,66,ARITH_B,ARITHMETIC,0,1.2428982257843018,1
0,C_DUPLICATE_ARITHMETIC,incumbent,67,ARITH_B,ARITHMETIC,0,1.662956476211548,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,67,ARITH_B,ARITHMETIC,0,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,67,ARITH_B,ARITHMETIC,0,1.2655186653137207,1
0,C_DUPLICATE_ARITHMETIC,incumbent,68,STORY,STORY,0,1.198718547821045,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,68,STORY,STORY,0,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,68,STORY,STORY,0,1.078174114227295,1
0,C_DUPLICATE_ARITHMETIC,incumbent,69,STORY,STORY,1,0.0134221315383911,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,69,STORY,STORY,2,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,69,STORY,STORY,2,0.0770580768585205,1
0,C_DUPLICATE_ARITHMETIC,incumbent,70,ARITH_A,ARITHMETIC,0,1.6604681015014648,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,70,ARITH_A,ARITHMETIC,0,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,70,ARITH_A,ARITHMETIC,0,1.2431129217147827,1
0,C_DUPLICATE_ARITHMETIC,incumbent,71,ARITH_B,ARITHMETIC,0,1.6643186807632446,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,71,ARITH_B,ARITHMETIC,0,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,71,ARITH_B,ARITHMETIC,0,1.2565973997116089,1
0,C_DUPLICATE_ARITHMETIC,incumbent,72,STORY,STORY,1,0.7759933471679688,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,72,STORY,STORY,1,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,72,STORY,STORY,1,0.1195323467254638,1
0,C_DUPLICATE_ARITHMETIC,incumbent,73,STORY,STORY,0,0.379682719707489,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,73,STORY,STORY,0,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,73,STORY,STORY,0,0.0781177878379821,1
0,C_DUPLICATE_ARITHMETIC,incumbent,74,STORY,STORY,0,0.6566712260246277,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,74,STORY,STORY,0,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,74,STORY,STORY,0,0.4573052525520324,1
0,C_DUPLICATE_ARITHMETIC,incumbent,75,STORY,STORY,0,1.1932710409164429,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,75,STORY,STORY,0,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,75,STORY,STORY,0,1.2079659700393677,1
0,C_DUPLICATE_ARITHMETIC,incumbent,76,STORY,STORY,1,1.341871976852417,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,76,STORY,STORY,2,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,76,STORY,STORY,1,0.4434232115745544,1
0,C_DUPLICATE_ARITHMETIC,incumbent,77,ARITH_A,ARITHMETIC,0,1.65367591381073,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,77,ARITH_A,ARITHMETIC,0,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,77,ARITH_A,ARITHMETIC,0,1.2474250793457031,1
0,C_DUPLICATE_ARITHMETIC,incumbent,78,ARITH_B,ARITHMETIC,0,1.661749243736267,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,78,ARITH_B,ARITHMETIC,0,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,78,ARITH_B,ARITHMETIC,0,1.245078444480896,1
0,C_DUPLICATE_ARITHMETIC,incumbent,79,STORY,STORY,1,1.5378987789154053,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,79,STORY,STORY,1,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,79,STORY,STORY,1,0.9522523283958436,1
0,C_DUPLICATE_ARITHMETIC,incumbent,80,STORY,STORY,0,1.121921181678772,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,80,STORY,STORY,0,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,80,STORY,STORY,0,0.7052984237670898,1
0,C_DUPLICATE_ARITHMETIC,incumbent,81,ARITH_A,ARITHMETIC,0,1.6617634296417236,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,81,ARITH_A,ARITHMETIC,0,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,81,ARITH_A,ARITHMETIC,0,1.2364466190338137,1
0,C_DUPLICATE_ARITHMETIC,incumbent,82,ARITH_B,ARITHMETIC,0,1.6546061038970947,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,82,ARITH_B,ARITHMETIC,0,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,82,ARITH_B,ARITHMETIC,0,1.2266650199890137,1
0,C_DUPLICATE_ARITHMETIC,incumbent,83,ARITH_B,ARITHMETIC,0,1.659459114074707,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,83,ARITH_B,ARITHMETIC,0,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,83,ARITH_B,ARITHMETIC,0,1.2455023527145386,1
0,C_DUPLICATE_ARITHMETIC,incumbent,84,ARITH_A,ARITHMETIC,0,1.6681963205337524,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,84,ARITH_A,ARITHMETIC,0,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,84,ARITH_A,ARITHMETIC,0,1.23598313331604,1
0,C_DUPLICATE_ARITHMETIC,incumbent,85,ARITH_A,ARITHMETIC,0,1.657412052154541,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,85,ARITH_A,ARITHMETIC,0,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,85,ARITH_A,ARITHMETIC,0,1.235598921775818,1
0,C_DUPLICATE_ARITHMETIC,incumbent,86,STORY,STORY,0,0.7043020725250244,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,86,STORY,STORY,0,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,86,STORY,STORY,0,0.5019360780715942,1
0,C_DUPLICATE_ARITHMETIC,incumbent,87,STORY,STORY,1,1.1874371767044067,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,87,STORY,STORY,2,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,87,STORY,STORY,1,0.3650521039962768,1
0,C_DUPLICATE_ARITHMETIC,incumbent,88,STORY,STORY,0,0.0722285509109497,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,88,STORY,STORY,0,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,88,STORY,STORY,2,0.1332685947418213,1
0,C_DUPLICATE_ARITHMETIC,incumbent,89,ARITH_B,ARITHMETIC,0,1.660341739654541,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,89,ARITH_B,ARITHMETIC,0,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,89,ARITH_B,ARITHMETIC,0,1.2374985218048096,1
0,C_DUPLICATE_ARITHMETIC,incumbent,90,ARITH_A,ARITHMETIC,0,1.65269672870636,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,90,ARITH_A,ARITHMETIC,0,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,90,ARITH_A,ARITHMETIC,0,1.2485761642456057,1
0,C_DUPLICATE_ARITHMETIC,incumbent,91,STORY,STORY,0,0.0424152612686157,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,91,STORY,STORY,0,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,91,STORY,STORY,2,0.0942751169204711,1
0,C_DUPLICATE_ARITHMETIC,incumbent,92,ARITH_A,ARITHMETIC,0,1.6599724292755127,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,92,ARITH_A,ARITHMETIC,0,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,92,ARITH_A,ARITHMETIC,0,1.2359524965286257,1
0,C_DUPLICATE_ARITHMETIC,incumbent,93,ARITH_A,ARITHMETIC,0,1.6639453172683716,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,93,ARITH_A,ARITHMETIC,0,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,93,ARITH_A,ARITHMETIC,0,1.2530063390731812,1
0,C_DUPLICATE_ARITHMETIC,incumbent,94,STORY,STORY,0,0.4833663702011108,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,94,STORY,STORY,0,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,94,STORY,STORY,0,0.3998721837997436,1
0,C_DUPLICATE_ARITHMETIC,incumbent,95,STORY,STORY,0,0.8745687007904053,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,95,STORY,STORY,0,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,95,STORY,STORY,0,0.6264829635620117,1
0,C_DUPLICATE_ARITHMETIC,incumbent,96,ARITH_A,ARITHMETIC,0,1.640678882598877,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,96,ARITH_A,ARITHMETIC,0,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,96,ARITH_A,ARITHMETIC,0,1.252249002456665,1
0,C_DUPLICATE_ARITHMETIC,incumbent,97,ARITH_A,ARITHMETIC,0,1.6538069248199463,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,97,ARITH_A,ARITHMETIC,0,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,97,ARITH_A,ARITHMETIC,0,1.2543892860412598,1
0,C_DUPLICATE_ARITHMETIC,incumbent,98,STORY,STORY,0,0.7469927072525024,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,98,STORY,STORY,0,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,98,STORY,STORY,0,0.7165771722793579,1
0,C_DUPLICATE_ARITHMETIC,incumbent,99,ARITH_B,ARITHMETIC,0,1.65476655960083,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,99,ARITH_B,ARITHMETIC,0,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,99,ARITH_B,ARITHMETIC,0,1.24293851852417,1
0,C_DUPLICATE_ARITHMETIC,incumbent,100,STORY,STORY,1,0.1865512132644653,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,100,STORY,STORY,1,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,100,STORY,STORY,1,0.0791469812393188,1
0,C_DUPLICATE_ARITHMETIC,incumbent,101,ARITH_A,ARITHMETIC,0,1.660035490989685,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,101,ARITH_A,ARITHMETIC,0,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,101,ARITH_A,ARITHMETIC,0,1.248260736465454,1
0,C_DUPLICATE_ARITHMETIC,incumbent,102,STORY,STORY,0,1.282917857170105,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,102,STORY,STORY,0,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,102,STORY,STORY,0,1.0701314210891724,1
0,C_DUPLICATE_ARITHMETIC,incumbent,103,STORY,STORY,1,0.3430464267730713,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,103,STORY,STORY,2,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,103,STORY,STORY,2,0.2754489183425903,1
0,C_DUPLICATE_ARITHMETIC,incumbent,104,STORY,STORY,1,1.567003607749939,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,104,STORY,STORY,1,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,104,STORY,STORY,1,0.372967004776001,1
0,C_DUPLICATE_ARITHMETIC,incumbent,105,STORY,STORY,0,0.1065038442611694,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,105,STORY,STORY,0,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,105,STORY,STORY,2,0.1505136489868164,1
0,C_DUPLICATE_ARITHMETIC,incumbent,106,ARITH_A,ARITHMETIC,0,1.6628201007843018,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,106,ARITH_A,ARITHMETIC,0,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,106,ARITH_A,ARITHMETIC,0,1.2486566305160522,1
0,C_DUPLICATE_ARITHMETIC,incumbent,107,ARITH_B,ARITHMETIC,0,1.6552706956863403,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,107,ARITH_B,ARITHMETIC,0,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,107,ARITH_B,ARITHMETIC,0,1.2516591548919678,1
0,C_DUPLICATE_ARITHMETIC,incumbent,108,STORY,STORY,0,0.242610216140747,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,108,STORY,STORY,0,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,108,STORY,STORY,0,0.0794214010238647,1
0,C_DUPLICATE_ARITHMETIC,incumbent,109,ARITH_A,ARITHMETIC,0,1.6642683744430542,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,109,ARITH_A,ARITHMETIC,0,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,109,ARITH_A,ARITHMETIC,0,1.2339260578155518,1
0,C_DUPLICATE_ARITHMETIC,incumbent,110,ARITH_B,ARITHMETIC,0,1.6638126373291016,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,110,ARITH_B,ARITHMETIC,0,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,110,ARITH_B,ARITHMETIC,0,1.241411209106445,1
0,C_DUPLICATE_ARITHMETIC,incumbent,111,ARITH_B,ARITHMETIC,0,1.6611182689666748,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,111,ARITH_B,ARITHMETIC,0,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,111,ARITH_B,ARITHMETIC,0,1.2566567659378052,1
0,C_DUPLICATE_ARITHMETIC,incumbent,112,STORY,STORY,0,0.3690627813339233,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,112,STORY,STORY,0,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,112,STORY,STORY,0,0.1796058416366577,1
0,C_DUPLICATE_ARITHMETIC,incumbent,113,ARITH_B,ARITHMETIC,0,1.65542733669281,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,113,ARITH_B,ARITHMETIC,0,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,113,ARITH_B,ARITHMETIC,0,1.255906343460083,1
0,C_DUPLICATE_ARITHMETIC,incumbent,114,ARITH_A,ARITHMETIC,0,1.6633248329162598,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,114,ARITH_A,ARITHMETIC,0,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,114,ARITH_A,ARITHMETIC,0,1.2235199213027954,1
0,C_DUPLICATE_ARITHMETIC,incumbent,115,ARITH_B,ARITHMETIC,0,1.6596264839172363,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,115,ARITH_B,ARITHMETIC,0,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,115,ARITH_B,ARITHMETIC,0,1.2467727661132812,1
0,C_DUPLICATE_ARITHMETIC,incumbent,116,STORY,STORY,0,0.5341546535491943,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,116,STORY,STORY,0,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,116,STORY,STORY,0,0.2995402812957763,1
0,C_DUPLICATE_ARITHMETIC,incumbent,117,ARITH_B,ARITHMETIC,0,1.670182466506958,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,117,ARITH_B,ARITHMETIC,0,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,117,ARITH_B,ARITHMETIC,0,1.228937029838562,1
0,C_DUPLICATE_ARITHMETIC,incumbent,118,ARITH_B,ARITHMETIC,0,1.6522469520568848,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,118,ARITH_B,ARITHMETIC,0,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,118,ARITH_B,ARITHMETIC,0,1.2515236139297483,1
0,C_DUPLICATE_ARITHMETIC,incumbent,119,ARITH_A,ARITHMETIC,0,1.6583430767059326,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,119,ARITH_A,ARITHMETIC,0,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,119,ARITH_A,ARITHMETIC,0,1.2438170909881592,1
0,C_DUPLICATE_ARITHMETIC,incumbent,120,STORY,STORY,1,1.4438960552215576,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,120,STORY,STORY,2,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,120,STORY,STORY,1,0.3721188306808471,1
0,C_DUPLICATE_ARITHMETIC,incumbent,121,STORY,STORY,1,1.8036799430847168,1
0,C_DUPLICATE_ARITHMETIC,capacity-shadow,121,STORY,STORY,1,,1
0,C_DUPLICATE_ARITHMETIC,geometry-shadow,121,STORY,STORY,1,0.6322616934776306,1
0,C_DUPLICATE_ARITHMETIC,incumbent,122,ARITH_B,ARITHMETIC,0,1.6581724882125854,1
