arm,step,cell_id,certificate_rank,update_norm,violation_norm,violation_ratio,eligible_for_ratio
sgd_no_decay_grad_projection,8,1,60,1.5470168364117853e-05,1.0679362105747714e-07,0.006903196632428514,True
sgd_no_decay_grad_projection,8,2,60,1.5953180991346017e-05,9.878568363319573e-08,0.006192224453202073,True
sgd_no_decay_grad_projection,8,3,49,1.3139664588379674e-05,8.907390025569839e-08,0.0067790081609438125,True
sgd_no_decay_grad_projection,8,4,60,1.7334545191260986e-05,1.1345401418338952e-07,0.006544965927091075,True
sgd_no_decay_grad_projection,8,5,53,3.106697477051057e-05,9.039388260134729e-08,0.0029096453825785988,True
sgd_no_decay_grad_projection,8,6,60,1.7064434359781444e-05,9.768817221811332e-08,0.005724664787230586,True
sgd_no_decay_grad_projection,8,7,53,8.18865100882249e-06,9.877897610977016e-08,0.012062910477004671,True
sgd_no_decay_grad_projection,9,0,58,1.8614589862409048e-05,1.0139007144971401e-07,0.005446806335908497,True
sgd_no_decay_grad_projection,9,1,60,1.9972256268374622e-05,1.0575527653600147e-07,0.005295108866009917,True
sgd_no_decay_grad_projection,9,2,60,1.7102180208894424e-05,9.878019824327566e-08,0.005775883031335354,True
sgd_no_decay_grad_projection,9,3,49,1.341728238912765e-05,9.037101733611053e-08,0.0067354183939604614,True
sgd_no_decay_grad_projection,9,4,60,2.2036410882719792e-05,1.142785848173844e-07,0.005185898023035129,True
sgd_no_decay_grad_projection,9,5,53,5.026505095884204e-05,9.041420412359003e-08,0.0017987488443784532,True
sgd_no_decay_grad_projection,9,6,60,1.731619158817921e-05,9.752293550491231e-08,0.005631892519576488,True
sgd_no_decay_grad_projection,9,7,53,8.742796126171015e-06,9.842137416171681e-08,0.011257423996160063,True
sgd_no_decay_grad_projection,10,0,58,1.811849324440118e-05,1.0228730928929508e-07,0.0056454641268494496,True
sgd_no_decay_grad_projection,10,1,60,2.1440788259496912e-05,1.0685988627301413e-07,0.00498395301496105,True
sgd_no_decay_grad_projection,10,2,60,2.3449823856935836e-05,9.830811364963665e-08,0.004192274963646892,True
sgd_no_decay_grad_projection,10,3,49,1.6270038031507283e-05,8.961528408235608e-08,0.005507994412847698,True
sgd_no_decay_grad_projection,10,4,60,1.7310090697719716e-05,1.1395412258252691e-07,0.00658310334644491,True
sgd_no_decay_grad_projection,10,5,53,2.537319960538298e-05,8.962289399505607e-08,0.0035321871839866506,True
sgd_no_decay_grad_projection,10,6,60,2.841859168256633e-05,9.804688971826181e-08,0.003450096590406099,True
sgd_no_decay_grad_projection,10,7,53,1.0061980901809875e-05,9.873797068848944e-08,0.00981297438735496,True
sgd_no_decay_grad_projection,11,0,58,1.6925030649872497e-05,1.0076641387968266e-07,0.005953691311439396,True
sgd_no_decay_grad_projection,11,1,60,2.124101411027368e-05,1.0666301619721708e-07,0.005021559263692025,True
sgd_no_decay_grad_projection,11,2,60,1.928751589730382e-05,9.801335920656129e-08,0.0050816992010134015,True
sgd_no_decay_grad_projection,11,3,49,1.6182921172003262e-05,9.050257432363651e-08,0.00559247417504161,True
sgd_no_decay_grad_projection,11,4,60,1.7089236280298792e-05,1.1284607381867318e-07,0.006603341738883045,True
sgd_no_decay_grad_projection,11,5,53,2.571782169979997e-05,9.08928967646716e-08,0.003534237630675421,True
sgd_no_decay_grad_projection,11,6,60,2.4464985472150147e-05,9.717017945831685e-08,0.003971805975406161,True
sgd_no_decay_grad_projection,11,7,53,1.015112047753064e-05,9.805206246937814e-08,0.009659234468468825,True
sgd_no_decay_grad_projection,12,0,58,2.0305984435253777e-05,1.0142731809992256e-07,0.004994946855611933,True
sgd_no_decay_grad_projection,12,1,60,2.6856292606680654e-05,1.0617767998155614e-07,0.003953549269923972,True
sgd_no_decay_grad_projection,12,2,60,2.2373247702489607e-05,9.833128444824979e-08,0.004395038277892467,True
sgd_no_decay_grad_projection,12,3,49,1.871526001195889e-05,9.017921343001944e-08,0.004818485479438182,True
sgd_no_decay_grad_projection,12,4,60,2.3047294234856963e-05,1.1430270774326345e-07,0.004959484684796804,True
sgd_no_decay_grad_projection,12,5,53,4.060566425323486e-05,9.052060079284274e-08,0.002229260380991576,True
sgd_no_decay_grad_projection,12,6,60,2.6234974939143285e-05,9.861216199169576e-08,0.003758805124138261,True
sgd_no_decay_grad_projection,12,7,53,1.2164752661192324e-05,9.935842371078252e-08,0.008167730023810769,True
sgd_no_decay_grad_projection,13,0,58,2.5018440283020027e-05,1.014916293229362e-07,0.00405667276289584,True
sgd_no_decay_grad_projection,13,1,60,3.1857285648584366e-05,1.0738057198977913e-07,0.0033706753865854035,True
sgd_no_decay_grad_projection,13,2,60,2.443630546622444e-05,9.83913110985668e-08,0.0040264395617464555,True
sgd_no_decay_grad_projection,13,3,49,2.0506331566139124e-05,9.004138945556406e-08,0.004390906524370135,True
sgd_no_decay_grad_projection,13,4,60,2.1703757738578133e-05,1.1392495480322395e-07,0.005249088702811828,True
sgd_no_decay_grad_projection,13,5,53,5.013385452912189e-05,9.043242954476227e-08,0.0018038195664451067,True
sgd_no_decay_grad_projection,13,6,60,2.5633969926275313e-05,9.760275077042024e-08,0.0038075548673723253,True
sgd_no_decay_grad_projection,13,7,53,1.3886137821828015e-05,9.84368782042111e-08,0.007088858858985004,True
sgd_no_decay_grad_projection,14,0,58,2.723486250033602e-05,1.0143554618480266e-07,0.003724474190353521,True
sgd_no_decay_grad_projection,14,1,60,3.585050944820978e-05,1.06544412403764e-07,0.0029719078214431494,True
sgd_no_decay_grad_projection,14,2,60,2.8156224288977683e-05,9.854192484226587e-08,0.0034998272613212143,True
sgd_no_decay_grad_projection,14,3,49,2.2867425286676735e-05,8.992641653549072e-08,0.003932511486344426,True
sgd_no_decay_grad_projection,14,4,60,2.73761288553942e-05,1.1344382500055872e-07,0.004143895634620016,True
sgd_no_decay_grad_projection,14,5,53,5.4299685871228576e-05,9.076634910343273e-08,0.0016715814461082373,True
sgd_no_decay_grad_projection,14,6,60,3.207587360520847e-05,9.82589369868947e-08,0.0030633283798577834,True
sgd_no_decay_grad_projection,14,7,53,1.35790032800287e-05,9.859221705710297e-08,0.0072606367170903185,True
sgd_no_decay_grad_projection,15,0,58,2.4865410523489118e-05,1.0254628790562492e-07,0.004124053519434197,True
sgd_no_decay_grad_projection,15,1,60,3.165110319969244e-05,1.0618433776699021e-07,0.0033548383366676354,True
sgd_no_decay_grad_projection,15,2,60,2.7456226234789938e-05,9.889357244219354e-08,0.003601863125494713,True
sgd_no_decay_grad_projection,15,3,49,2.3650452931178734e-05,8.946509666429847e-08,0.003782806745470342,True
sgd_no_decay_grad_projection,15,4,60,2.5918589017237537e-05,1.1304102542908367e-07,0.00436138792094416,True
sgd_no_decay_grad_projection,15,5,53,3.9761867810739204e-05,9.065865924640093e-08,0.0022800401982593713,True
sgd_no_decay_grad_projection,15,6,60,3.3040076232282445e-05,9.801359368566409e-08,0.0029665061917560536,True
sgd_no_decay_grad_projection,15,7,53,1.6535012036911212e-05,9.902998243660477e-08,0.0059891082163370255,True
sgd_no_decay_grad_projection,16,0,58,2.840056549757719e-05,1.0064265865139532e-07,0.0035436849000875033,True
sgd_no_decay_grad_projection,16,1,60,3.3777909266063944e-05,1.0673380756998085e-07,0.0031598700668351997,True
sgd_no_decay_grad_projection,16,2,60,3.084963100263849e-05,9.796250566296294e-08,0.003175483767669723,True
sgd_no_decay_grad_projection,16,3,49,2.4332770408364013e-05,8.956919117508733e-08,0.003681010669598421,True
sgd_no_decay_grad_projection,16,4,60,3.282288525952026e-05,1.1385051834622573e-07,0.003468632144231479,True
sgd_no_decay_grad_projection,16,5,53,6.180582568049431e-05,9.026245351151374e-08,0.0014604198076360372,True
sgd_no_decay_grad_projection,16,6,60,3.178125916747376e-05,9.743976647769159e-08,0.0030659503734032363,True
sgd_no_decay_grad_projection,16,7,53,1.6186442735488527e-05,9.859643768095339e-08,0.006091297093553801,True
sgd_no_decay_grad_projection,17,0,58,2.68403109657811e-05,1.020432023324247e-07,0.0038018634978058486,True
sgd_no_decay_grad_projection,17,1,60,3.907171048922464e-05,1.0602765598832775e-07,0.0027136680720415457,True
sgd_no_decay_grad_projection,17,2,60,3.2450712751597166e-05,9.860850980203395e-08,0.0030387162068871475,True
sgd_no_decay_grad_projection,17,3,49,2.4064058379735798e-05,8.963345976553683e-08,0.003724785513163113,True
sgd_no_decay_grad_projection,17,4,60,4.0886876377044246e-05,1.1458212156867376e-07,0.0028024180108458313,True
sgd_no_decay_grad_projection,17,5,53,8.033628546399996e-05,9.082267382609643e-08,0.001130531143816258,True
sgd_no_decay_grad_projection,17,6,60,3.6803838156629354e-05,9.79024505909365e-08,0.0026601151628308224,True
sgd_no_decay_grad_projection,17,7,53,1.6332032828358933e-05,9.84901689093931e-08,0.0060304901364075575,True
sgd_no_decay_grad_projection,18,0,58,2.8207672585267574e-05,1.0242317927122713e-07,0.0036310395808295637,True
sgd_no_decay_grad_projection,18,1,60,3.789355105254799e-05,1.0658094851123678e-07,0.00281264074593583,True
sgd_no_decay_grad_projection,18,2,60,3.350237602717243e-05,9.862009164862684e-08,0.00294367446132673,True
sgd_no_decay_grad_projection,18,3,49,2.682007288967725e-05,8.966107856167582e-08,0.003343058595978939,True
sgd_no_decay_grad_projection,18,4,60,4.466128666535951e-05,1.1418923406836257e-07,0.002556783291246902,True
sgd_no_decay_grad_projection,18,5,53,7.944321259856224e-05,9.05258374928053e-08,0.001139503720862113,True
sgd_no_decay_grad_projection,18,6,60,3.6579174775397405e-05,9.846603887808669e-08,0.002691860513279073,True
sgd_no_decay_grad_projection,18,7,53,1.842168603616301e-05,9.90416921808901e-08,0.005376363846941086,True
sgd_no_decay_grad_projection,19,0,58,3.471610398264602e-05,1.0230100144781318e-07,0.0029467879964918784,True
sgd_no_decay_grad_projection,19,1,60,4.2731579014798626e-05,1.0660137661488989e-07,0.002494674350397812,True
sgd_no_decay_grad_projection,19,2,60,3.559219476301223e-05,9.807854439713992e-08,0.0027556193793209054,True
sgd_no_decay_grad_projection,19,3,49,2.6462605092092417e-05,9.004524059719188e-08,0.0034027351759621017,True
sgd_no_decay_grad_projection,19,4,60,3.675519474199973e-05,1.1391453824671771e-07,0.0030992771483610657,True
sgd_no_decay_grad_projection,19,5,53,8.450162567896768e-05,9.041666970688311e-08,0.001069999161677531,True
sgd_no_decay_grad_projection,19,6,60,4.2847026634262875e-05,9.764374198084624e-08,0.002278891847862157,True
sgd_no_decay_grad_projection,19,7,53,2.1419489712570794e-05,9.917394550029712e-08,0.004630079530420083,True
sgd_no_decay_grad_projection,20,0,58,3.590147753129713e-05,1.0095666880260978e-07,0.0028120476630120054,True
sgd_no_decay_grad_projection,20,1,60,4.445257582119666e-05,1.0678927253593429e-07,0.002402319059375949,True
sgd_no_decay_grad_projection,20,2,60,3.8898218917893246e-05,9.775145315416012e-08,0.0025130058229012758,True
sgd_no_decay_grad_projection,20,3,49,3.149874828523025e-05,9.074414464294023e-08,0.0028808808826415884,True
sgd_no_decay_grad_projection,20,4,60,4.123295730096288e-05,1.1343734485080859e-07,0.0027511328200809588,True
sgd_no_decay_grad_projection,20,5,53,8.36972685647197e-05,9.065779948969066e-08,0.0010831631660288353,True
sgd_no_decay_grad_projection,20,6,60,4.330658703111112e-05,9.778807452676119e-08,0.002258041535308923,True
sgd_no_decay_grad_projection,20,7,53,1.95569282368524e-05,9.910797871270915e-08,0.005067665660207714,True
sgd_no_decay_grad_projection,21,0,58,3.7463963963091373e-05,1.0173110354116943e-07,0.002715438786081306,True
sgd_no_decay_grad_projection,21,1,60,4.562303001875989e-05,1.0722902032966886e-07,0.0023503265332278553,True
sgd_no_decay_grad_projection,21,2,60,4.2417679651407525e-05,9.892752217410816e-08,0.0023322237485614503,True
sgd_no_decay_grad_projection,21,3,49,3.471011223155074e-05,9.052573091139493e-08,0.0026080505790199784,True
sgd_no_decay_grad_projection,21,4,60,3.51065318682231e-05,1.1327777826863894e-07,0.003226686574086985,True
sgd_no_decay_grad_projection,21,5,53,6.470987864304334e-05,8.939358053794422e-08,0.0013814518127844256,True
sgd_no_decay_grad_projection,21,6,60,4.930902650812641e-05,9.713261306387722e-08,0.0019698748479245348,True
sgd_no_decay_grad_projection,21,7,53,2.184456752729602e-05,9.866300842986675e-08,0.004516592227792541,True
sgd_no_decay_grad_projection,22,0,58,4.0873208490666e-05,1.0120245974576392e-07,0.00247600961624692,True
sgd_no_decay_grad_projection,22,1,60,5.151705408934504e-05,1.063587617977646e-07,0.002064534970279428,True
sgd_no_decay_grad_projection,22,2,60,4.28705352533143e-05,9.861336991434655e-08,0.00230025977122511,True
sgd_no_decay_grad_projection,22,3,49,3.494460179354064e-05,9.069553641438688e-08,0.002595408994923575,True
sgd_no_decay_grad_projection,22,4,60,4.0623486711410806e-05,1.1273134958855735e-07,0.0027750288303505766,True
sgd_no_decay_grad_projection,22,5,53,7.321182056330144e-05,9.102461717702681e-08,0.0012433049094171741,True
sgd_no_decay_grad_projection,22,6,60,4.778112634085119e-05,9.835005698732857e-08,0.0020583452601638957,True
sgd_no_decay_grad_projection,22,7,53,2.2079284462961368e-05,9.901704345338658e-08,0.004484612675509382,True
sgd_no_decay_grad_projection,23,0,58,4.8463269195053726e-05,1.0120984939021582e-07,0.0020883825829926253,True
sgd_no_decay_grad_projection,23,1,60,6.403511360986158e-05,1.0637972280846952e-07,0.0016612716859584844,True
sgd_no_decay_grad_projection,23,2,60,4.1956911445595324e-05,9.896587727098449e-08,0.0023587502392915954,True
sgd_no_decay_grad_projection,23,3,49,3.540867692208849e-05,9.029292868945049e-08,0.0025500225929961746,True
sgd_no_decay_grad_projection,23,4,60,7.205845759017393e-05,1.142477827897892e-07,0.0015854874642762386,True
sgd_no_decay_grad_projection,23,5,53,0.00020535988733172417,9.012829593757488e-08,0.00043887974749960836,True
sgd_no_decay_grad_projection,23,6,60,4.794871711055748e-05,9.743328632794146e-08,0.0020320310983765032,True
sgd_no_decay_grad_projection,23,7,53,2.75132515525911e-05,9.934630895713781e-08,0.0036108529432221466,True
sgd_no_decay_grad_projection,24,0,58,4.2586550989653915e-05,1.0118091609001567e-07,0.0023758888983216302,True
sgd_no_decay_grad_projection,24,1,60,5.054028224549256e-05,1.0598674293760268e-07,0.0020970745736185624,True
sgd_no_decay_grad_projection,24,2,60,4.566906136460602e-05,9.916310261814942e-08,0.002171340892144127,True
sgd_no_decay_grad_projection,24,3,49,3.4657510695979e-05,8.903929682446687e-08,0.0025691197223139737,True
sgd_no_decay_grad_projection,24,4,60,3.69957706425339e-05,1.1441452585359002e-07,0.0030926379089779026,True
sgd_no_decay_grad_projection,24,5,53,6.031293378327973e-05,9.021101732287207e-08,0.0014957159297093404,True
sgd_no_decay_grad_projection,24,6,60,5.556277392315678e-05,9.765940944816975e-08,0.001757640967054517,True
sgd_no_decay_grad_projection,24,7,53,2.3168980987975374e-05,9.937267719806187e-08,0.004289039425626726,True
sgd_no_decay_grad_projection,25,0,58,4.3113541323691607e-05,1.0177510745279505e-07,0.0023606296761393216,True
sgd_no_decay_grad_projection,25,1,60,5.261015394353308e-05,1.0663954697065492e-07,0.0020269764855304464,True
sgd_no_decay_grad_projection,25,2,60,4.536447158898227e-05,9.81098864372143e-08,0.002162703120702485,True
sgd_no_decay_grad_projection,25,3,49,3.483867840259336e-05,8.995672118317088e-08,0.0025820933148365715,True
sgd_no_decay_grad_projection,25,4,60,4.618613820639439e-05,1.131655196218162e-07,0.002450205225340607,True
sgd_no_decay_grad_projection,25,5,53,6.653216405538842e-05,8.954116026416159e-08,0.0013458326538692683,True
sgd_no_decay_grad_projection,25,6,60,5.0876446039183065e-05,9.756348617884214e-08,0.0019176552581138876,True
sgd_no_decay_grad_projection,25,7,53,2.539337583584711e-05,9.869753370139733e-08,0.00388674315902991,True
sgd_no_decay_grad_projection,26,0,58,4.5032211346551776e-05,1.0180752241240043e-07,0.002260771059368041,True
sgd_no_decay_grad_projection,26,1,60,5.840435915160924e-05,1.0682767026537476e-07,0.0018291043680311817,True
sgd_no_decay_grad_projection,26,2,60,5.1624083425849676e-05,9.768093889306328e-08,0.0018921582819229933,True
sgd_no_decay_grad_projection,26,3,49,4.056276520714164e-05,9.077093210407838e-08,0.0022377894949407295,True
sgd_no_decay_grad_projection,26,4,60,4.862216883338988e-05,1.1395064802854904e-07,0.0023435944635752702,True
sgd_no_decay_grad_projection,26,5,53,8.344982779817656e-05,8.983847976651305e-08,0.0010765567893948284,True
sgd_no_decay_grad_projection,26,6,60,6.568345270352438e-05,9.769171072093741e-08,0.00148731080984092,True
sgd_no_decay_grad_projection,26,7,53,2.809761463140603e-05,1.0000492522976856e-07,0.0035591961446717326,True
sgd_no_decay_grad_projection,27,0,58,4.55939989478793e-05,1.0035605413349913e-07,0.002201080279164385,True
sgd_no_decay_grad_projection,27,1,60,5.851689638802782e-05,1.0587560694830245e-07,0.001809316824271068,True
sgd_no_decay_grad_projection,27,2,60,4.5514021621784195e-05,9.822553437288661e-08,0.0021581378378511705,True
sgd_no_decay_grad_projection,27,3,49,4.009380063507706e-05,8.953742991479885e-08,0.00223319880538504,True
sgd_no_decay_grad_projection,27,4,60,4.845558214583434e-05,1.1362659080305093e-07,0.00234496384990507,True
sgd_no_decay_grad_projection,27,5,53,9.820275590755045e-05,9.021201918812949e-08,0.0009186302098733994,True
sgd_no_decay_grad_projection,27,6,60,5.256632357486524e-05,9.733253847343803e-08,0.0018516139231841578,True
sgd_no_decay_grad_projection,27,7,53,2.8435460990294814e-05,1.0023829588590161e-07,0.003525115783950108,True
sgd_no_decay_grad_projection,28,0,58,4.656587407225743e-05,1.0148440310331353e-07,0.002179372833557571,True
sgd_no_decay_grad_projection,28,1,60,6.18086924077943e-05,1.0687922014085416e-07,0.0017291939733412374,True
sgd_no_decay_grad_projection,28,2,60,5.170260919840075e-05,9.879229878606566e-08,0.0019107797151239662,True
sgd_no_decay_grad_projection,28,3,49,4.5220822357805446e-05,8.990282651666348e-08,0.0019880846884479733,True
sgd_no_decay_grad_projection,28,4,60,4.2274212319171056e-05,1.1315600545458437e-07,0.0026767146345280167,True
sgd_no_decay_grad_projection,28,5,53,6.705443229293451e-05,9.116151034049835e-08,0.0013595150367202342,True
sgd_no_decay_grad_projection,28,6,60,5.240247992333025e-05,9.690654678706778e-08,0.001849274024427415,True
sgd_no_decay_grad_projection,28,7,53,2.879258681787178e-05,9.994908367616517e-08,0.0034713477061664466,True
sgd_no_decay_grad_projection,29,0,58,5.6432301789755e-05,1.0169625852540776e-07,0.0018020930122998665,True
sgd_no_decay_grad_projection,29,1,60,7.136441126931459e-05,1.0683700679692265e-07,0.0014970627992246584,True
sgd_no_decay_grad_projection,29,2,60,5.779103230452165e-05,9.805866341139335e-08,0.001696779894809756,True
sgd_no_decay_grad_projection,29,3,49,4.768201688420959e-05,9.075993290252882e-08,0.0019034415263827359,True
sgd_no_decay_grad_projection,29,4,60,7.379774615401402e-05,1.1399640698073199e-07,0.0015447139157625557,True
sgd_no_decay_grad_projection,29,5,53,0.00015344121493399143,8.951683128088916e-08,0.0005833949551038375,True
sgd_no_decay_grad_projection,29,6,60,6.833579391241074e-05,9.781015108956126e-08,0.001431316504255628,True
sgd_no_decay_grad_projection,29,7,53,3.318834933452308e-05,9.809333789689845e-08,0.0029556557318505855,True
sgd_no_decay_grad_projection,30,0,58,4.727581836050376e-05,1.0142988315919865e-07,0.002145491808100475,True
sgd_no_decay_grad_projection,30,1,60,6.132542330306023e-05,1.0645454295854506e-07,0.0017358957425628904,True
sgd_no_decay_grad_projection,30,2,60,6.5387568611186e-05,9.772509912409078e-08,0.0014945516358108029,True
sgd_no_decay_grad_projection,30,3,49,4.495531538850628e-05,8.88414248834124e-08,0.0019762162080150876,True
sgd_no_decay_grad_projection,30,4,60,4.9444653996033594e-05,1.1375165342997207e-07,0.002300585441219018,True
sgd_no_decay_grad_projection,30,5,53,6.87823339831084e-05,9.045251658790221e-08,0.0013150544628953871,True
sgd_no_decay_grad_projection,30,6,60,7.283307058969513e-05,9.84350165822434e-08,0.0013515153821436609,True
sgd_no_decay_grad_projection,30,7,53,2.989676249853801e-05,1.001958480628673e-07,0.0033513944767890012,True
sgd_no_decay_grad_projection,31,0,58,5.610079097095877e-05,1.021653375232745e-07,0.0018211033023591108,True
sgd_no_decay_grad_projection,31,1,60,6.712169852107763e-05,1.0625649338180665e-07,0.001583042356495158,True
sgd_no_decay_grad_projection,31,2,60,5.6885499361669645e-05,9.82875931754279e-08,0.0017278145142528383,True
sgd_no_decay_grad_projection,31,3,49,4.716163675766438e-05,9.012578061629029e-08,0.0019109976858605522,True
sgd_no_decay_grad_projection,31,4,60,7.406549411825836e-05,1.1411753320089701e-07,0.0015407651433192835,True
sgd_no_decay_grad_projection,31,5,53,0.00010870564437936991,8.979558430155521e-08,0.0008260434312144432,True
sgd_no_decay_grad_projection,31,6,60,6.88414293108508e-05,9.620535479371028e-08,0.0013974920968274302,True
sgd_no_decay_grad_projection,31,7,53,3.136803206871264e-05,1.0029756225549136e-07,0.0031974450561113115,True
sgd_no_decay_grad_projection,32,0,58,5.65813243156299e-05,1.0063457267506237e-07,0.0017785828117967979,True
sgd_no_decay_grad_projection,32,1,60,7.47186568332836e-05,1.064872989786636e-07,0.0014251768174993714,True
sgd_no_decay_grad_projection,32,2,60,5.9812558902194723e-05,9.786545263068547e-08,0.0016362023760680814,True
