seed,root_fraction,descendant_fraction,root_shapley,descendant_shapley,all_lineage_A_recovery,B_gain_retention_root_restore,C_gain_retention_root_restore,D_gain_retention_root_restore
74211,0.9461857899974676,0.05381421000253234,0.3111338764429092,0.01769570410251614,0.9999965197620146,0.4856619202778006,0.6696646087348063,0.3277552063491176
74212,0.9514951328939476,0.04850486710605242,0.31021344959735864,0.015813913941383317,0.9999965629772353,0.49620339582990436,0.6720689298749613,0.3289932264921108
74213,0.9443826456529577,0.05561735434704234,0.30800481885671616,0.018139271438121773,1.0000014163575703,0.5027032129573765,0.6811494294636748,0.3265746374223711
